claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key,driver_key
8400910,0,4906.32,40,12/2/2016,Sunday,Online,15007,Y,1,yes,3.0,3612.0,4451.0,4264.0
9091172,0,10764.38,47,1/6/2016,Tuesday,Online,50054,Y,1,yes,2.0,3613.0,4452.0,4265.0
1042014,0,3397.44,34,9/20/2015,Monday,Phone,80020,N,0,no,9.0,223.0,4453.0,4266.0
2020304,0,3777.24,41,11/6/2015,Thursday,Broker,80031,N,1,no,2.0,3614.0,4454.0,4267.0
8480025,1,4046.79,38,6/2/2016,Tuesday,Broker,15010,N,1,no,1.0,3615.0,4455.0,4268.0
9438027,0,542.73,23,10/19/2016,Monday,Broker,50047,Y,1,yes,5.0,3616.0,4456.0,4269.0
2843803,0,3894.91,46,2/22/2015,Thursday,Phone,15009,N,1,yes,10.0,3617.0,4457.0,4270.0
4173824,0,4821.19,46,10/19/2015,Friday,Broker,15046,Y,1,yes,6.0,3618.0,4458.0,4271.0
7108208,0,2773.61,33,3/26/2015,Monday,Online,50025,Y,0,no,6.0,3619.0,4459.0,1802.0
8496436,1,8027.84,26,5/6/2016,Tuesday,Broker,15010,Y,1,yes,11.0,3620.0,4460.0,4272.0
3978767,0,6349.75,44,10/11/2016,Saturday,Phone,85004,N,1,no,7.0,3621.0,4461.0,4273.0
8146465,0,10458.85,64,5/17/2015,Saturday,Broker,80107,N,0,no,9.0,698.0,4462.0,4274.0
2715796,0,7525.93,37,8/23/2016,Friday,Phone,80020,Y,0,yes,9.0,316.0,4463.0,4275.0
4126696,0,9056.29,22,10/27/2015,Thursday,Broker,15025,N,1,yes,2.0,3622.0,4464.0,4276.0
5265541,0,1239.94,52,3/20/2015,Wednesday,Broker,15009,N,1,yes,6.0,3623.0,4465.0,4277.0
3431400,0,1121.83,32,4/10/2015,Saturday,Online,85078,Y,1,yes,11.0,3624.0,4466.0,4278.0
7209371,0,8640.32,40,7/31/2015,Saturday,Online,15021,N,0,yes,10.0,3625.0,4467.0,4279.0
8283211,0,3153.9,32,1/2/2015,Saturday,Phone,80047,N,1,yes,12.0,49.0,4468.0,4280.0
9215204,1,720.81,49,2/11/2016,Friday,Broker,20105,Y,0,yes,10.0,66.0,4469.0,4281.0
1829997,1,682.77,39,8/19/2015,Thursday,Broker,15015,Y,0,yes,8.0,36.0,4470.0,4282.0
7929793,0,1554.39,59,7/5/2015,Friday,Online,20109,N,1,no,11.0,3626.0,4471.0,4283.0
9169295,0,1240.85,34,5/13/2016,Monday,Phone,15046,N,0,no,12.0,3627.0,4472.0,4284.0
9447007,0,2478.13,49,11/15/2016,Thursday,Phone,50026,Y,0,no,10.0,3628.0,4473.0,4285.0
4460197,0,6754.23,39,7/20/2016,Wednesday,Phone,50013,Y,1,yes,6.0,1910.0,4474.0,4286.0
6723885,0,2298.76,21,3/15/2015,Saturday,Broker,20165,N,0,no,10.0,3629.0,4475.0,4287.0
6778897,0,13771.46,44,8/11/2015,Tuesday,Phone,15032,N,1,no,1.0,3630.0,4476.0,4288.0
8530006,0,617.86,32,6/14/2016,Friday,Broker,20122,N,0,yes,4.0,3631.0,4477.0,4289.0
7889848,0,1768.37,42,8/19/2015,Saturday,Broker,85032,N,0,yes,12.0,351.0,4478.0,4290.0
5202126,0,6327.84,34,3/24/2015,Monday,Phone,15049,N,0,yes,11.0,3632.0,4479.0,4291.0
5689579,0,5824.19,46,4/9/2015,Friday,Broker,80019,Y,0,yes,8.0,3633.0,4480.0,4292.0
3453889,0,4486.87,31,2/6/2016,Wednesday,Phone,50059,N,1,no,2.0,3634.0,4481.0,4293.0
5044070,0,1129.93,45,9/1/2015,Thursday,Broker,85023,N,1,yes,7.0,3635.0,4482.0,4294.0
2481655,0,10092.29,42,11/27/2016,Tuesday,Phone,15015,N,0,yes,3.0,3636.0,4483.0,4295.0
8642476,0,2501.28,51,6/26/2015,Sunday,Online,85062,N,1,yes,7.0,3637.0,4484.0,4296.0
8522378,0,4704.19,33,7/8/2015,Friday,Broker,15009,N,1,no,5.0,178.0,4485.0,4297.0
3525156,0,1673.45,22,8/8/2016,Sunday,Broker,20109,Y,1,yes,6.0,3638.0,4486.0,4298.0
9872829,0,3905.99,57,4/25/2015,Friday,Broker,85024,Y,1,yes,8.0,3639.0,4487.0,4299.0
1497803,0,1766.46,38,12/15/2016,Wednesday,Broker,20116,N,0,yes,3.0,36.0,4488.0,4300.0
5730234,0,14384.35,35,5/11/2015,Thursday,Broker,15057,N,1,no,2.0,43.0,4489.0,4301.0
7815573,0,8976.35,45,12/14/2016,Friday,Online,85044,Y,0,yes,9.0,43.0,4490.0,4302.0
8661719,1,869,29,5/13/2016,Monday,Phone,80105,N,0,yes,8.0,3640.0,4491.0,4303.0
1634154,0,2050.64,42,8/19/2016,Sunday,Phone,15027,N,0,yes,10.0,3641.0,4492.0,4304.0
1666251,1,712.73,33,10/22/2015,Friday,Online,50020,N,1,no,12.0,3642.0,4493.0,4305.0
1872645,0,720.76,37,2/17/2016,Sunday,Phone,85019,N,1,yes,6.0,3643.0,4494.0,4306.0
8970617,1,4019.04,44,3/14/2015,Tuesday,Broker,85031,Y,0,yes,3.0,178.0,4495.0,4307.0
1320946,1,5075.87,39,9/14/2016,Monday,Phone,20117,N,1,yes,12.0,3644.0,4496.0,4308.0
4740482,0,3161.69,51,4/18/2015,Saturday,Broker,50001,N,1,yes,12.0,3645.0,4497.0,4309.0
6355297,0,3890.4,41,11/2/2016,Tuesday,Broker,85044,Y,0,yes,8.0,3646.0,4498.0,4310.0
2352015,0,17578.53,43,3/21/2016,Tuesday,Broker,50054,Y,1,no,9.0,3647.0,4499.0,4311.0
7874583,0,2662.71,45,12/21/2016,Saturday,Phone,20111,Y,1,yes,2.0,3648.0,4500.0,4312.0
2973798,0,3048.36,11,4/30/2015,Wednesday,Phone,85034,Y,0,yes,9.0,3649.0,4501.0,4313.0
9804165,0,1251.1,48,1/24/2015,Saturday,Phone,80106,N,0,yes,9.0,3650.0,4502.0,4314.0
9042295,0,492.85,48,1/9/2016,Saturday,Online,85053,N,0,yes,12.0,3651.0,4503.0,4315.0
4682692,0,3170.19,30,10/27/2015,Tuesday,Phone,80023,N,1,no,4.0,3652.0,4504.0,685.0
3787529,0,960.7,23,12/27/2016,Monday,Broker,85077,N,0,yes,3.0,3653.0,4505.0,4316.0
8506714,0,2825.3,58,12/20/2015,Saturday,Broker,50047,Y,1,yes,8.0,3654.0,4506.0,4317.0
1652466,0,991.97,36,2/15/2015,Sunday,Broker,50007,N,0,no,8.0,3655.0,4507.0,4318.0
2525674,1,2257.95,33,3/22/2016,Wednesday,Broker,20140,Y,1,yes,10.0,3656.0,4508.0,4319.0
9481327,0,1967.12,42,6/17/2016,Thursday,Online,80027,N,1,no,9.0,3657.0,4509.0,4320.0
8659669,0,1336.62,43,5/28/2016,Monday,Broker,50058,Y,1,no,1.0,3658.0,4510.0,244.0
7969975,0,6667.85,46,3/23/2015,Saturday,Broker,15027,Y,1,yes,4.0,3659.0,4511.0,4321.0
3048662,1,9190.72,29,3/5/2016,Thursday,Broker,85043,Y,0,yes,8.0,3660.0,4512.0,4322.0
3840603,0,1103.21,34,9/15/2015,Thursday,Online,80021,N,1,no,3.0,3661.0,4513.0,4323.0
9858065,0,4655.56,68,8/21/2016,Monday,Broker,50013,N,1,yes,5.0,3662.0,4514.0,4324.0
3250141,0,1505.32,29,1/28/2015,Monday,Phone,20148,N,1,yes,11.0,3663.0,4515.0,4325.0
1699645,0,1764.89,43,11/21/2015,Friday,Phone,15010,Y,1,yes,4.0,3664.0,4516.0,3551.0
2941932,0,2355.11,57,6/20/2015,Sunday,Broker,80040,N,1,yes,5.0,3665.0,4517.0,4326.0
6889973,0,4265.09,40,9/15/2016,Thursday,Broker,50054,N,0,no,4.0,3666.0,4518.0,4327.0
3694753,0,8124.94,48,11/13/2016,Saturday,Phone,85078,N,1,yes,10.0,3667.0,4519.0,4328.0
2741396,0,1604.21,34,1/21/2016,Wednesday,Phone,85020,N,1,no,5.0,3668.0,4520.0,4329.0
4984978,1,3053.3,27,9/27/2016,Thursday,Online,80025,Y,1,no,11.0,3669.0,4521.0,4330.0
3279954,1,599.99,36,8/4/2016,Monday,Broker,20148,Y,1,yes,10.0,3670.0,4522.0,4331.0
8678664,0,7118.45,48,8/12/2016,Friday,Broker,80105,N,0,no,12.0,3671.0,4523.0,4332.0
7778043,0,529.34,31,12/5/2016,Thursday,Online,85065,N,1,yes,8.0,3672.0,4524.0,1906.0
2370701,0,7354.71,46,1/20/2016,Tuesday,Broker,80012,N,1,no,3.0,3673.0,4525.0,4333.0
9303245,0,4570.35,48,2/2/2016,Sunday,Phone,50008,N,1,yes,2.0,3674.0,4526.0,4334.0
8694336,0,1128.77,9,2/10/2016,Thursday,Phone,50025,N,0,no,7.0,21.0,4527.0,4335.0
8955305,0,4844.69,39,1/12/2015,Wednesday,Phone,50034,N,1,yes,5.0,3675.0,4528.0,4336.0
5053480,0,2368.85,47,12/21/2016,Wednesday,Broker,50054,N,1,yes,5.0,3676.0,4529.0,4337.0
1384721,1,861.05,30,9/2/2015,Tuesday,Broker,50055,Y,1,yes,7.0,3677.0,4530.0,4338.0
6822692,1,1278.23,31,8/10/2016,Monday,Broker,85024,Y,1,no,8.0,3678.0,4531.0,4339.0
1307342,0,1321.22,17,3/11/2016,Thursday,Broker,85008,Y,1,no,2.0,3679.0,4532.0,4340.0
8985756,1,7166.57,39,2/22/2015,Thursday,Phone,85029,Y,1,yes,11.0,3680.0,4533.0,4341.0
2090140,0,5579.08,48,10/15/2016,Sunday,Phone,80110,N,1,yes,7.0,833.0,4534.0,4342.0
4547431,0,1817.04,45,9/2/2016,Tuesday,Phone,80042,Y,1,yes,7.0,3681.0,4535.0,4343.0
5815871,0,187.6,40,12/18/2016,Wednesday,Broker,50025,N,1,no,8.0,3682.0,4536.0,4344.0
2706179,1,1709.93,35,11/19/2015,Wednesday,Broker,20153,N,1,no,3.0,3683.0,4537.0,4345.0
9552281,1,806.88,35,5/16/2015,Friday,Online,85076,Y,0,no,3.0,3684.0,4538.0,4346.0
3146861,1,1189.26,49,7/23/2015,Wednesday,Broker,85038,N,0,yes,3.0,3685.0,4539.0,4347.0
3828441,0,1910.55,29,2/14/2016,Wednesday,Broker,20151,N,0,yes,11.0,3686.0,4540.0,4348.0
3201213,0,2658.81,23,3/17/2016,Monday,Phone,80005,N,0,yes,2.0,178.0,4541.0,4349.0
8667760,0,2773.64,46,1/31/2016,Tuesday,Phone,20159,N,1,yes,5.0,3687.0,4542.0,4350.0
3439409,0,509.51,54,7/31/2016,Friday,Phone,15010,N,0,yes,2.0,3688.0,4543.0,4351.0
5824695,1,2311.1,46,4/18/2015,Saturday,Broker,80022,Y,0,yes,2.0,3689.0,4544.0,1982.0
4784438,0,647.53,43,6/3/2016,Monday,Phone,80025,N,0,no,6.0,3690.0,4545.0,4352.0
4566835,0,4476.74,42,12/10/2016,Saturday,Broker,20105,N,1,yes,12.0,591.0,4546.0,4353.0
7818929,0,3630.45,44,1/26/2016,Tuesday,Phone,50054,Y,0,yes,3.0,49.0,4547.0,4354.0
9787858,0,1257.31,36,1/9/2015,Sunday,Phone,20108,N,1,yes,3.0,3691.0,4548.0,4355.0
1771798,0,775.77,51,9/7/2016,Thursday,Broker,50036,N,0,yes,4.0,3692.0,4549.0,4356.0
8585333,0,2428.69,62,7/24/2015,Wednesday,Broker,80020,Y,0,no,12.0,1490.0,4550.0,4357.0
3403776,0,3133.42,49,11/19/2015,Friday,Broker,15056,N,1,yes,2.0,202.0,4551.0,4358.0
5833094,0,5165.47,48,9/24/2016,Monday,Broker,80018,N,1,yes,7.0,3693.0,4552.0,4359.0
3926496,0,2081.71,40,3/27/2016,Saturday,Broker,50010,Y,0,yes,12.0,3694.0,4553.0,4360.0
9367138,0,4256.91,43,8/20/2015,Friday,Broker,50041,Y,1,yes,4.0,3695.0,4554.0,4361.0
4784941,1,1061.04,26,6/19/2016,Wednesday,Broker,85053,Y,1,yes,10.0,87.0,4555.0,4362.0
2514340,1,3445.7,40,7/29/2016,Tuesday,Online,15022,Y,0,no,6.0,3696.0,4556.0,4363.0
6144241,1,15857.04,31,8/28/2016,Saturday,Broker,50025,Y,1,yes,11.0,1257.0,4557.0,3120.0
7414190,0,1717.43,46,4/30/2016,Friday,Online,80104,Y,1,no,12.0,3697.0,4558.0,4364.0
4792968,0,751.08,31,6/30/2015,Wednesday,Broker,50059,Y,1,no,6.0,3698.0,4559.0,4365.0
7527491,0,678.83,20,7/6/2015,Wednesday,Phone,85025,N,1,no,8.0,3699.0,4560.0,4366.0
2765455,0,6076.67,34,3/27/2015,Wednesday,Broker,15006,N,1,yes,2.0,3700.0,4561.0,4367.0
9865125,0,4242.31,46,1/22/2015,Friday,Online,15043,Y,0,yes,9.0,3701.0,4562.0,4368.0
5117263,0,13788.94,39,4/11/2016,Thursday,Broker,85078,Y,1,yes,8.0,91.0,4563.0,4369.0
3841141,0,5258.84,19,3/29/2016,Sunday,Phone,20160,Y,0,no,3.0,3702.0,4564.0,4370.0
7713734,0,1213.8,20,8/10/2015,Sunday,Broker,80022,N,0,yes,8.0,3703.0,4565.0,4371.0
5697652,0,3817.42,27,12/1/2015,Thursday,Online,50005,Y,1,yes,2.0,3704.0,4566.0,1257.0
4006005,0,3207.1,26,6/21/2015,Sunday,Broker,80022,N,1,yes,3.0,3705.0,4567.0,4372.0
1568674,1,12776.38,25,1/17/2015,Sunday,Broker,50021,Y,1,no,6.0,3706.0,4568.0,4373.0
3770760,0,5603.86,39,7/3/2016,Saturday,Broker,85002,Y,1,yes,6.0,3707.0,4569.0,4374.0
4893564,0,1719.71,37,12/21/2016,Saturday,Online,50014,Y,0,yes,9.0,3708.0,4570.0,3945.0
7673732,1,4502.12,28,1/15/2015,Wednesday,Phone,50047,Y,1,yes,10.0,3709.0,4571.0,4375.0
3055661,0,2901.17,42,8/6/2016,Monday,Broker,80030,N,1,no,10.0,3710.0,4572.0,2996.0
9474703,0,1366.3,30,11/17/2016,Friday,Phone,15010,Y,1,yes,6.0,3711.0,4573.0,4376.0
6996878,0,899.02,47,9/23/2015,Friday,Broker,15045,Y,0,yes,11.0,3712.0,4574.0,4377.0
5762748,0,3061.8,39,6/1/2015,Thursday,Phone,20160,N,1,no,11.0,894.0,4575.0,4378.0
7974502,0,4199.78,17,11/11/2016,Wednesday,Online,80030,N,1,yes,8.0,3713.0,4576.0,4379.0
3395075,1,834.62,40,10/24/2015,Friday,Online,50034,Y,1,yes,3.0,2067.0,4577.0,4380.0
5896982,1,8941.43,43,11/7/2016,Thursday,Broker,85044,Y,0,no,3.0,3714.0,4578.0,4381.0
5118383,0,1975.5,33,2/1/2015,Saturday,Phone,15001,Y,1,no,12.0,3715.0,4579.0,4382.0
7025877,0,5903.87,29,3/4/2016,Saturday,Online,15014,N,0,no,1.0,3716.0,4580.0,4383.0
6237638,0,3506.83,58,1/8/2016,Tuesday,Online,15052,N,1,no,6.0,3717.0,4581.0,4384.0
9547340,1,4812,39,4/12/2015,Friday,Phone,85024,N,1,yes,5.0,3718.0,4582.0,4385.0
4549133,1,3741.8,39,4/6/2016,Sunday,Broker,50041,Y,1,no,3.0,166.0,4583.0,4386.0
4352713,0,671.93,46,5/29/2015,Sunday,Broker,80022,Y,0,no,8.0,3719.0,4584.0,4387.0
6649128,0,1786.33,21,12/20/2016,Saturday,Phone,80040,N,1,no,5.0,3720.0,4585.0,4388.0
4823499,0,534.64,48,6/25/2015,Thursday,Phone,50009,N,1,yes,8.0,3721.0,4586.0,4389.0
4094322,0,3246.36,43,5/12/2016,Saturday,Phone,20116,Y,1,yes,4.0,3722.0,4587.0,4390.0
5715232,1,1088.68,20,7/10/2016,Sunday,Broker,50050,Y,0,yes,5.0,3723.0,4588.0,4391.0
8436025,0,6203.09,52,8/1/2015,Wednesday,Broker,80031,Y,1,no,7.0,3724.0,4589.0,4392.0
8149631,1,2502.3,43,6/24/2015,Tuesday,Broker,85007,Y,0,yes,7.0,3725.0,4590.0,4393.0
9456997,0,3330.66,48,3/16/2015,Monday,Broker,85060,Y,1,yes,6.0,3726.0,4591.0,4394.0
6404827,1,1616.7,27,8/2/2015,Sunday,Broker,20107,Y,1,yes,7.0,3727.0,4592.0,4395.0
6857872,0,4542.06,45,10/12/2016,Wednesday,Phone,85024,N,1,no,2.0,3728.0,4593.0,3560.0
9151140,1,2949.03,47,2/16/2015,Tuesday,Broker,15009,Y,0,yes,10.0,3729.0,4594.0,4396.0
4381034,0,738.75,31,3/25/2015,Saturday,Online,80047,N,1,yes,9.0,36.0,4595.0,4397.0
3794499,0,4440.93,20,11/12/2015,Monday,Online,50001,N,1,no,4.0,3730.0,4596.0,4398.0
9078140,0,11151.09,36,11/30/2015,Monday,Online,20119,N,0,yes,8.0,3731.0,4597.0,4399.0
7462780,0,16052.49,61,3/22/2015,Monday,Phone,15022,Y,0,yes,7.0,3732.0,4598.0,4400.0
1718591,0,3232.51,43,10/28/2016,Monday,Broker,80036,Y,0,yes,5.0,3733.0,4599.0,4401.0
4542482,0,634.22,44,3/3/2016,Tuesday,Phone,20129,Y,0,yes,9.0,3734.0,4600.0,4254.0
7641834,0,6225.08,41,1/16/2016,Thursday,Broker,80047,Y,0,yes,8.0,3735.0,4601.0,4402.0
4103771,1,2716.99,45,6/3/2015,Saturday,Broker,20102,Y,1,yes,10.0,3736.0,4602.0,4403.0
1407949,0,15818.28,42,1/14/2015,Saturday,Phone,50054,N,1,yes,7.0,3737.0,4603.0,4404.0
2662189,1,15886.2,33,10/24/2016,Wednesday,Phone,20102,Y,1,yes,1.0,3738.0,4604.0,4405.0
5791887,0,916.64,58,4/1/2015,Monday,Broker,80023,Y,0,no,6.0,3739.0,4605.0,4406.0
2761114,0,14128.88,28,5/24/2015,Friday,Broker,85025,Y,0,no,1.0,3740.0,4606.0,4407.0
8343815,0,3527.74,32,9/10/2016,Monday,Broker,85002,N,1,no,12.0,3741.0,4607.0,4408.0
8474480,0,1555.48,42,6/2/2016,Friday,Broker,20111,Y,0,no,9.0,3742.0,4608.0,4409.0
7651278,0,2319.76,33,5/24/2015,Thursday,Phone,50042,N,0,yes,8.0,3743.0,4609.0,4410.0
6226816,0,12166.8,48,1/2/2016,Saturday,Phone,15022,N,0,yes,9.0,3483.0,4610.0,4411.0
4225024,0,7011.42,47,5/30/2016,Sunday,Phone,80022,N,0,yes,11.0,3744.0,4611.0,4412.0
9866598,0,1894.45,39,11/7/2016,Thursday,Broker,85010,Y,1,no,11.0,3745.0,4612.0,4413.0
8847379,0,5386.9,57,1/2/2016,Saturday,Broker,50025,N,1,no,8.0,3746.0,4613.0,4414.0
1658835,0,1570.32,55,8/29/2016,Tuesday,Broker,50049,Y,0,yes,11.0,3747.0,4614.0,4415.0
8477631,0,3341.98,40,4/29/2015,Monday,Broker,80035,Y,1,no,6.0,3748.0,4615.0,4416.0
7496588,0,4428.22,42,5/4/2016,Wednesday,Phone,50027,Y,0,yes,1.0,3749.0,4616.0,4417.0
5275069,0,11054.79,53,8/27/2015,Monday,Broker,50047,Y,1,yes,6.0,3750.0,4617.0,4418.0
1254486,0,7747.68,49,7/8/2016,Monday,Broker,15050,N,0,yes,4.0,3751.0,4618.0,4419.0
2045445,1,8566.55,37,4/28/2015,Tuesday,Broker,50035,N,1,yes,3.0,3752.0,4619.0,4420.0
3535681,1,2758.34,35,1/6/2015,Saturday,Phone,85037,Y,0,no,5.0,3753.0,4620.0,4421.0
3442584,1,9454.81,37,2/19/2016,Friday,Broker,20104,N,1,yes,7.0,3754.0,4621.0,4422.0
5094225,0,2534.99,52,2/1/2016,Tuesday,Phone,15046,N,1,yes,2.0,3755.0,4622.0,4423.0
8872181,0,2596.53,43,12/2/2015,Friday,Online,85041,Y,1,yes,9.0,3756.0,4623.0,4424.0
5553033,1,1456.81,33,9/27/2015,Wednesday,Phone,85018,N,0,yes,10.0,3757.0,4624.0,4425.0
8604022,0,980.92,50,2/26/2016,Tuesday,Broker,85082,Y,0,yes,2.0,3758.0,4625.0,4426.0
3808299,0,2348.34,45,9/3/2016,Wednesday,Online,85041,Y,0,no,11.0,3759.0,4626.0,4427.0
6114337,0,1956.31,34,6/18/2015,Tuesday,Broker,85053,N,0,no,4.0,3760.0,4627.0,4428.0
5313514,1,10370.57,25,7/11/2015,Saturday,Broker,85044,N,1,yes,11.0,3761.0,4628.0,4429.0
9120295,1,1681.73,20,1/26/2015,Sunday,Broker,80028,N,1,yes,10.0,3762.0,4629.0,4430.0
7452212,0,1563.7,25,3/22/2016,Wednesday,Broker,85015,N,1,yes,5.0,1257.0,4630.0,4431.0
5268758,0,1661.52,24,2/25/2016,Saturday,Phone,20124,N,1,no,2.0,3763.0,4631.0,4432.0
1619493,0,596.95,43,3/1/2016,Monday,Phone,50039,N,1,yes,8.0,742.0,4632.0,4433.0
6288131,0,4889.31,45,10/30/2016,Saturday,Broker,80101,N,1,yes,8.0,3764.0,4633.0,4434.0
4771407,0,991.64,31,3/14/2015,Sunday,Broker,50022,Y,1,no,9.0,727.0,4634.0,4435.0
5174861,0,441.39,47,9/30/2016,Thursday,Phone,20160,N,0,yes,3.0,3765.0,4635.0,4436.0
5203459,1,9285.72,34,11/14/2016,Monday,Broker,50047,Y,1,no,1.0,3766.0,4636.0,3710.0
4693978,0,3979,49,3/11/2015,Friday,Phone,15043,N,0,yes,12.0,3767.0,4637.0,4437.0
7819758,0,6039.96,42,6/24/2016,Monday,Broker,50001,N,1,no,6.0,3768.0,4638.0,4438.0
3570686,0,8993.14,38,10/29/2016,Sunday,Broker,85037,Y,0,no,8.0,3769.0,4639.0,3099.0
1058474,0,509.85,35,12/25/2016,Saturday,Broker,50047,Y,1,yes,3.0,1232.0,4640.0,4439.0
9781831,0,1614.27,35,10/18/2016,Monday,Online,15001,N,1,no,3.0,3770.0,4641.0,4440.0
8845781,0,793.61,34,6/17/2016,Sunday,Phone,20101,N,0,yes,5.0,3771.0,4642.0,4441.0
4546271,0,614.66,44,12/18/2016,Saturday,Phone,50044,N,1,yes,7.0,3772.0,4643.0,4442.0
6631589,1,891.13,30,10/29/2015,Thursday,Broker,20134,N,1,yes,5.0,3773.0,4644.0,4443.0
7058351,0,1551.91,36,6/17/2016,Friday,Online,80106,N,1,yes,7.0,3774.0,4645.0,4444.0
9326069,0,2118.66,42,4/23/2016,Thursday,Broker,80015,Y,1,yes,12.0,3775.0,4646.0,4445.0
4888758,0,1750.19,41,4/30/2016,Saturday,Online,85044,N,1,yes,9.0,3776.0,4647.0,4446.0
4345053,0,1038.54,51,11/8/2015,Thursday,Broker,15006,N,1,yes,11.0,3777.0,4648.0,4447.0
2082310,0,1026.68,36,1/28/2016,Saturday,Phone,20104,Y,0,yes,10.0,3778.0,4649.0,4448.0
8071098,0,1270.27,23,10/26/2016,Sunday,Broker,20131,N,1,yes,4.0,316.0,4650.0,4449.0
5280142,0,1983.25,27,11/15/2015,Tuesday,Online,80003,N,0,no,3.0,3779.0,4651.0,4450.0
3162831,0,5638.62,48,4/16/2015,Wednesday,Online,50013,Y,1,no,4.0,3780.0,4652.0,4451.0
2274051,0,8149.15,42,4/30/2015,Thursday,Broker,80027,Y,1,yes,1.0,3781.0,4653.0,4452.0
4357301,0,1797.21,39,6/6/2015,Sunday,Broker,20122,N,0,no,4.0,742.0,4654.0,4453.0
8618528,0,2180.56,35,6/19/2015,Monday,Online,85036,Y,1,no,7.0,3782.0,4655.0,4454.0
1015621,0,1382.52,42,5/12/2016,Saturday,Broker,80003,N,0,no,7.0,3783.0,4656.0,4455.0
1669427,0,981.35,37,2/19/2015,Friday,Online,15022,Y,1,yes,1.0,3784.0,4657.0,4456.0
3088665,0,13602.76,29,12/29/2015,Sunday,Broker,85015,Y,0,yes,2.0,3785.0,4658.0,4457.0
2582698,0,4744.6,28,2/13/2016,Wednesday,Broker,85027,N,1,yes,5.0,3786.0,4659.0,4458.0
8935950,0,5372.21,46,8/16/2016,Wednesday,Broker,85046,N,0,yes,1.0,3787.0,4660.0,4459.0
3482745,0,6792.85,45,1/11/2015,Saturday,Phone,85071,Y,1,yes,10.0,3788.0,4661.0,4460.0
8569178,0,839.38,45,1/23/2016,Friday,Phone,80046,Y,1,no,6.0,3789.0,4662.0,1830.0
9192861,0,566.19,41,6/12/2015,Monday,Phone,15055,Y,1,no,2.0,3790.0,4663.0,4461.0
4193871,0,801.36,48,9/23/2015,Saturday,Broker,15042,N,0,yes,5.0,3791.0,4664.0,4462.0
2843772,0,3882.27,39,12/23/2015,Sunday,Phone,50039,N,1,no,9.0,3792.0,4665.0,4463.0
4395815,0,2949.37,29,7/22/2015,Saturday,Online,15027,Y,1,no,12.0,3793.0,4666.0,4464.0
6573523,0,799.74,55,5/20/2015,Monday,Broker,15025,Y,0,no,9.0,3794.0,4667.0,4465.0
7563029,1,8537.65,22,11/1/2016,Tuesday,Broker,15007,N,1,yes,1.0,3795.0,4668.0,4466.0
2266337,1,1070.32,37,9/30/2015,Friday,Broker,20165,Y,0,yes,1.0,21.0,4669.0,4467.0
4021495,0,3178.58,45,11/9/2015,Saturday,Broker,20138,Y,1,yes,1.0,3796.0,4670.0,4468.0
9485255,0,1210.73,29,12/29/2015,Monday,Broker,80101,N,0,yes,7.0,3797.0,4671.0,4469.0
5504847,0,786.6,30,1/1/2015,Sunday,Broker,15027,N,1,no,1.0,3798.0,4672.0,4470.0
7311333,1,8133.14,29,6/29/2015,Friday,Broker,50051,N,0,yes,3.0,3799.0,4673.0,4471.0
2784827,0,3267.03,39,9/30/2016,Friday,Phone,85071,N,1,yes,5.0,189.0,4674.0,4472.0
5901193,1,3773,21,6/6/2016,Monday,Broker,50002,Y,1,no,3.0,3800.0,4675.0,4473.0
9213895,0,739.65,40,7/30/2016,Wednesday,Phone,20101,N,1,no,12.0,3801.0,4676.0,4474.0
2637239,0,4266.84,38,4/26/2016,Saturday,Phone,15025,Y,1,yes,5.0,3802.0,4677.0,4475.0
9700207,0,1640.8,27,6/29/2016,Sunday,Phone,20148,N,1,yes,4.0,3803.0,4678.0,4476.0
7758541,0,960.82,35,2/13/2016,Wednesday,Phone,85025,Y,1,yes,5.0,3804.0,4679.0,4477.0
8959187,0,7889.76,54,11/6/2016,Monday,Online,15001,N,1,no,9.0,3805.0,4680.0,4478.0
4928949,0,4083.41,35,12/15/2015,Saturday,Broker,85024,N,1,yes,7.0,3806.0,4681.0,4479.0
5376581,0,1009.59,35,11/27/2015,Wednesday,Broker,85025,Y,0,yes,12.0,3807.0,4682.0,4480.0
6026564,1,17159.87,28,11/8/2016,Wednesday,Broker,80015,Y,0,yes,11.0,3808.0,4683.0,4481.0
2498351,0,5453.12,45,12/9/2015,Monday,Broker,20116,N,1,yes,10.0,3809.0,4684.0,4482.0
3413656,0,1174.77,26,11/28/2016,Friday,Online,80046,N,0,no,11.0,3810.0,4685.0,4483.0
4202839,0,7582.82,20,10/28/2015,Sunday,Phone,20101,N,1,yes,6.0,3811.0,4686.0,4484.0
5167442,1,4309.67,24,11/1/2016,Tuesday,Broker,15009,Y,1,yes,2.0,3812.0,4687.0,4485.0
1609370,0,2474.15,31,1/20/2016,Thursday,Broker,85046,Y,1,yes,6.0,3813.0,4688.0,4486.0
1344908,0,1299,50,5/4/2016,Thursday,Phone,15025,Y,1,yes,11.0,3814.0,4689.0,4487.0
9027889,0,1528,54,2/17/2016,Saturday,Broker,80002,N,1,yes,6.0,3815.0,4690.0,4488.0
8174637,0,3809.45,38,4/25/2016,Friday,Broker,20102,N,1,yes,6.0,1342.0,4691.0,4489.0
