year_of_born,gender,age_of_DL,safety_rating,driver_key
1986,M,21,78,4077
1973,F,25,68,4078
1984,F,19,78,4079
1979,F,25,100,4080
1978,M,21,84,4081
1988,F,24,76,4082
1989,F,16,72,4083
1977,F,22,69,4084
1978,F,24,74,4085
1969,F,24,66,4086
1984,F,21,43,4087
1984,F,24,74,4088
1968,F,20,100,4089
1974,F,18,70,4090
1952,M,20,84,4091
1983,M,21,36,4092
1976,F,29,43,4093
1996,F,24,78,4094
1939,F,25,88,4095
1990,F,16,81,4096
1993,F,24,83,4097
1974,M,19,67,4098
1981,M,24,74,4099
1980,M,16,82,4100
1973,M,25,61,4101
1974,M,16,90,4102
1989,M,23,62,4103
1984,M,20,79,4104
1989,F,23,78,4105
1989,M,20,74,4106
1976,M,24,86,4107
1993,F,24,100,4108
1987,F,35,89,4109
1937,F,22,55,4110
1983,F,16,61,4111
1986,M,18,70,4112
1978,F,23,90,4113
1977,M,17,55,4114
1992,F,26,77,4115
1962,F,23,59,4116
1972,F,20,78,4117
1983,F,20,49,4118
1993,F,25,98,4119
1980,F,22,100,4120
1998,M,25,52,4121
1997,F,22,76,4122
1989,F,26,69,4123
1980,M,20,68,4124
1983,F,19,80,4125
1991,F,19,74,4126
1961,F,16,66,4127
1980,F,19,54,4128
1984,F,20,100,4129
1986,M,22,96,4130
1985,F,21,61,4131
1978,M,21,64,4132
1966,F,16,74,4133
1970,F,17,67,4134
1998,M,18,94,4135
1979,F,21,57,4136
1978,M,27,65,4137
1954,M,24,63,4138
1993,F,25,100,4139
1994,F,23,75,4140
1996,M,20,79,4141
1984,M,22,69,4142
1979,M,21,61,4143
1978,M,20,89,4144
1982,F,20,55,4145
1978,M,26,46,4146
1981,F,18,58,4147
1981,F,26,81,4148
1973,M,23,91,4149
1989,F,28,90,4150
1974,F,22,88,4151
1985,M,19,47,4152
1966,F,18,78,4153
1972,M,20,78,4154
1983,M,22,67,4155
1990,F,28,58,4156
1971,M,21,72,4157
1983,M,20,91,4158
1970,M,24,81,4159
1989,F,25,63,4160
1987,F,23,89,4161
1997,F,16,90,4162
1977,M,19,86,4163
1970,F,22,69,4164
1978,M,26,100,4165
1989,M,19,93,4166
1983,M,22,66,4167
1995,M,20,68,4168
1996,F,28,78,4169
1975,M,22,67,4170
1978,M,23,52,4171
1946,F,20,100,4172
1963,M,19,78,4173
1973,M,23,100,4174
1974,F,25,67,4175
1977,M,21,78,4176
2007,M,29,63,4177
1978,F,23,74,4178
1984,F,18,60,4179
1968,F,21,66,4180
1992,F,23,66,4181
1968,F,28,72,4182
1980,F,22,79,4183
1983,F,22,85,4184
1983,M,18,66,4185
1981,F,17,100,4186
1982,M,17,96,4187
1967,M,24,100,4188
1966,M,19,60,4189
1969,F,24,83,4190
1988,M,24,82,4191
1982,M,19,65,4192
1976,F,19,77,4193
1993,M,19,79,4194
1991,M,25,71,4195
1985,F,20,81,4196
1993,M,18,61,4197
1973,F,25,82,4198
2001,M,16,82,4199
1990,M,21,79,4200
1999,F,18,69,4201
1979,F,21,87,4202
1977,F,25,61,4203
1970,F,20,85,4204
1979,M,23,62,4205
1989,F,23,60,4206
1993,M,26,84,4207
1975,F,16,71,4208
2007,M,20,70,4209
1991,F,20,91,4210
1987,F,22,77,4211
1975,F,21,78,4212
1980,F,23,70,4213
1961,F,19,76,4214
1981,M,22,79,4215
1971,F,26,55,4216
1999,M,23,64,4217
1972,M,18,96,4218
2000,F,26,100,4219
2001,F,16,83,4220
1979,M,20,89,4221
1959,F,24,69,4222
1972,M,16,54,4223
1979,M,22,75,4224
1989,F,20,84,4225
1971,M,20,75,4226
1992,F,22,72,4227
1964,M,20,63,4228
2004,M,21,82,4229
1981,F,27,89,4230
1987,F,16,65,4231
1989,M,26,81,4232
1979,M,21,71,4233
1967,F,22,81,4234
1990,F,23,84,4235
1991,M,23,32,4236
2002,M,23,77,4237
1991,M,20,80,4238
1962,M,21,74,4239
1991,F,20,64,4240
1986,M,18,89,4241
1965,F,17,100,4242
1986,F,21,68,4243
1991,F,26,63,4244
1977,F,31,70,4245
1977,M,19,72,4246
1999,F,18,70,4247
1979,M,22,56,4248
1980,F,22,96,4249
1971,F,24,76,4250
1993,F,24,40,4251
1977,M,21,83,4252
1989,F,29,56,4253
1980,M,24,85,4254
1998,M,29,65,4255
1981,M,19,70,4256
1978,F,16,86,4257
1991,M,27,82,4258
1994,F,26,77,4259
1973,F,20,84,4260
1988,F,17,64,4261
1968,F,16,88,4262
1967,F,26,97,4263
1964,M,20,70,4264
1982,M,22,94,4265
1969,M,25,66,4266
1978,F,30,85,4267
1997,M,26,58,4268
1984,F,18,88,4269
1985,M,25,80,4270
1990,F,19,68,4271
1980,F,21,47,4272
1998,F,20,42,4273
1971,F,19,55,4274
1978,M,28,92,4275
1991,M,24,81,4276
1980,M,21,100,4277
1971,M,25,83,4278
1961,M,24,67,4279
1983,M,31,79,4280
2000,M,21,81,4281
1970,M,27,78,4282
1974,M,21,80,4283
1979,F,24,41,4284
1983,F,21,73,4285
1993,M,22,64,4286
1996,M,19,84,4287
1988,M,26,87,4288
1996,M,23,85,4289
1988,M,16,73,4290
1967,M,28,65,4291
1978,F,27,88,4292
1978,M,18,58,4293
2000,F,25,94,4294
1998,F,23,73,4295
1998,F,20,83,4296
1993,M,18,72,4297
1978,F,22,46,4298
1972,F,20,93,4299
1994,F,22,51,4300
1981,F,24,95,4301
1990,M,19,64,4302
1986,F,17,81,4303
1981,F,21,51,4304
1983,F,18,68,4305
1981,M,20,80,4306
1967,M,19,72,4307
1969,M,21,81,4308
1985,M,18,96,4309
1991,M,23,57,4310
1978,F,19,53,4311
1991,M,19,71,4312
1979,M,18,80,4313
1991,F,19,69,4314
1976,M,20,65,4315
1985,F,19,73,4316
1964,F,21,76,4317
1993,F,24,74,4318
1979,F,17,69,4319
1992,M,22,96,4320
1987,M,16,66,4321
1980,M,16,73,4322
1976,M,21,66,4323
1988,F,22,75,4324
1970,F,22,47,4325
1972,F,21,60,4326
1987,F,26,67,4327
1982,F,21,79,4328
1964,M,31,57,4329
1959,M,20,51,4330
1963,M,23,65,4331
1971,F,21,81,4332
1972,F,23,72,4333
1973,F,18,100,4334
1987,M,27,49,4335
1987,F,25,50,4336
1975,F,18,59,4337
1995,F,19,48,4338
1958,F,21,65,4339
1971,M,24,98,4340
1962,F,26,75,4341
1975,M,20,94,4342
1980,F,18,42,4343
1979,F,26,68,4344
1978,F,22,73,4345
1996,M,20,100,4346
1973,F,21,80,4347
1976,F,23,97,4348
1991,M,21,61,4349
1987,M,22,58,4350
1972,F,24,52,4351
1971,F,27,70,4352
1960,M,17,92,4353
1970,M,19,80,4354
1976,F,21,89,4355
1985,F,22,71,4356
1978,M,25,70,4357
1998,M,24,65,4358
1994,M,19,80,4359
1978,F,28,93,4360
1984,F,20,73,4361
1963,M,19,72,4362
1957,M,23,76,4363
1987,F,26,95,4364
1975,M,28,89,4365
1964,M,16,61,4366
1969,F,21,99,4367
1963,M,17,77,4368
1976,F,20,67,4369
1990,M,24,70,4370
1977,M,24,53,4371
1987,M,18,69,4372
1965,M,28,68,4373
1986,F,22,79,4374
1988,M,26,82,4375
1994,F,23,92,4376
1970,M,22,87,4377
1962,M,19,72,4378
1995,M,27,78,4379
1970,F,16,75,4380
1969,M,17,57,4381
1962,M,18,60,4382
1999,M,24,90,4383
1972,F,18,78,4384
1987,M,21,84,4385
1983,F,16,55,4386
1994,F,23,84,4387
1973,M,27,55,4388
1976,F,20,95,4389
1990,F,17,69,4390
1987,F,26,56,4391
1971,F,16,61,4392
1984,M,22,67,4393
1986,M,28,78,4394
1984,F,19,97,4395
1986,F,16,91,4396
1983,M,27,75,4397
1987,F,26,59,4398
1989,M,19,60,4399
1996,M,22,56,4400
1963,F,20,61,4401
1960,F,24,61,4402
1984,F,20,48,4403
1990,M,23,74,4404
1965,F,21,76,4405
1963,M,20,100,4406
1983,M,17,66,4407
1987,M,26,55,4408
1984,F,25,55,4409
1983,M,21,82,4410
1988,F,18,79,4411
1968,M,19,72,4412
2001,M,24,87,4413
1962,F,22,100,4414
1959,F,20,62,4415
1992,F,24,99,4416
1987,M,23,82,4417
1973,M,23,64,4418
2000,M,21,100,4419
1963,F,19,70,4420
1989,F,20,71,4421
1973,M,20,87,4422
1969,M,27,69,4423
1988,M,20,100,4424
1982,M,23,92,4425
1976,F,26,64,4426
1976,M,17,71,4427
1985,F,20,80,4428
1985,F,20,42,4429
1985,M,23,71,4430
1979,F,18,64,4431
1986,M,20,81,4432
1983,M,28,84,4433
1968,F,22,51,4434
1982,F,22,100,4435
1973,M,18,63,4436
1967,F,20,76,4437
1978,F,24,78,4438
1975,M,18,70,4439
1995,M,20,73,4440
1986,M,16,63,4441
1993,F,21,66,4442
1983,F,17,60,4443
1972,M,24,100,4444
1971,M,21,92,4445
1995,M,19,84,4446
1971,M,27,75,4447
1998,M,23,74,4448
1981,F,28,89,4449
1979,F,18,79,4450
1984,F,20,70,4451
1958,F,21,54,4452
1986,M,29,80,4453
1983,F,18,73,4454
1988,M,24,73,4455
1989,F,26,84,4456
1992,M,23,85,4457
2001,M,16,100,4458
1984,M,21,97,4459
1978,F,19,84,4460
1974,M,20,79,4461
1987,M,27,71,4462
2001,F,24,80,4463
1993,M,21,47,4464
1959,M,16,91,4465
1981,F,24,74,4466
1965,M,23,59,4467
1970,F,19,90,4468
1988,F,20,72,4469
1991,F,17,93,4470
1986,F,26,85,4471
1980,M,28,80,4472
2002,M,24,94,4473
1999,M,19,59,4474
2000,M,23,70,4475
1987,F,25,81,4476
1986,F,26,77,4477
1982,F,25,90,4478
1998,M,24,81,4479
1976,F,22,74,4480
1962,M,19,89,4481
1988,F,23,52,4482
1996,M,24,64,4483
1978,F,21,71,4484
1981,F,21,57,4485
1982,F,20,100,4486
1989,F,18,60,4487
1989,F,25,71,4488
1986,F,19,66,4489
1996,F,24,66,4490
1999,F,29,58,4491
1970,F,21,70,4492
1983,M,20,89,4493
1945,M,24,76,4494
1993,F,20,64,4495
1942,M,23,72,4496
1929,M,18,81,4497
2003,M,27,84,4498
1992,M,16,59,4499
2005,M,21,74,4500
1982,F,26,86,4501
1970,F,29,65,4502
1990,F,20,94,4503
1985,F,28,69,4504
2001,M,20,100,4505
1991,M,24,79,4506
1983,M,22,40,4507
1986,F,26,94,4508
1979,M,31,69,4509
1979,F,19,72,4510
1976,M,25,43,4511
1991,M,16,74,4512
1984,F,22,81,4513
1976,M,18,100,4514
1970,M,21,60,4515
1982,F,22,70,4516
1972,M,26,75,4517
1952,M,22,69,4518
1982,F,16,87,4519
1955,F,16,59,4520
1985,F,26,100,4521
1992,M,25,95,4522
1986,M,20,95,4523
2001,F,20,99,4524
1983,M,22,59,4525
2000,M,17,77,4526
1970,F,26,60,4527
1965,M,18,79,4528
1968,M,20,89,4529
1985,F,29,58,4530
1977,M,26,79,4531
1979,F,21,90,4532
1997,F,26,68,4533
1997,F,24,88,4534
1973,M,17,82,4535
2002,M,20,60,4536
1974,F,25,62,4537
1979,M,27,89,4538
1966,F,25,48,4539
1960,M,21,59,4540
1983,F,27,78,4541
1981,M,23,90,4542
1996,F,24,80,4543
1979,M,20,65,4544
2004,F,21,90,4545
1985,M,19,88,4546
1986,M,21,67,4547
1974,F,25,77,4548
1979,F,18,71,4549
1975,F,26,63,4550
1987,M,17,74,4551
1975,F,21,68,4552
1991,F,23,87,4553
1988,M,26,83,4554
1990,F,22,61,4555
1986,F,24,69,4556
2001,M,24,84,4557
1998,M,20,99,4558
1986,M,27,91,4559
1990,M,19,95,4560
1982,M,19,74,4561
1990,M,22,60,4562
1983,F,20,100,4563
1983,M,16,79,4564
1966,M,25,87,4565
1978,M,18,91,4566
2001,M,22,80,4567
1980,M,18,63,4568
2000,F,20,94,4569
1980,F,21,65,4570
1970,F,16,77,4571
1990,M,23,67,4572
1967,F,22,47,4573
1977,M,22,71,4574
1967,M,23,43,4575
1978,M,23,87,4576
1987,F,24,100,4577
1939,M,22,77,4578
1963,F,16,66,4579
1963,M,17,62,4580
1967,M,21,74,4581
2001,M,24,52,4582
1969,M,22,67,4583
1969,F,18,100,4584
1986,F,25,75,4585
1967,F,26,79,4586
1960,F,21,87,4587
1965,M,16,100,4588
1992,M,24,51,4589
1973,F,20,55,4590
1972,F,23,71,4591
1976,M,22,93,4592
1955,M,24,81,4593
1995,M,26,81,4594
1989,M,24,91,4595
1988,F,20,68,4596
1986,F,21,53,4597
1956,F,20,92,4598
1979,M,23,69,4599
1984,F,17,89,4600
1979,F,26,73,4601
1978,F,19,73,4602
1978,M,17,96,4603
1998,F,28,84,4604
1971,F,28,83,4605
1993,M,21,72,4606
1971,M,16,60,4607
1970,M,25,75,4608
1992,M,24,92,4609
1990,F,24,69,4610
1977,F,23,87,4611
1994,F,20,82,4612
1986,M,17,84,4613
1967,F,17,62,4614
1998,M,23,66,4615
1953,M,21,61,4616
1975,M,25,78,4617
1975,M,21,76,4618
2000,M,32,67,4619
1965,F,19,69,4620
1996,M,23,100,4621
1987,F,16,100,4622
1988,F,22,76,4623
1992,M,19,75,4624
2001,F,26,35,4625
1978,F,20,65,4626
2001,F,24,88,4627
1968,M,18,76,4628
1991,F,23,92,4629
1976,F,19,61,4630
1975,F,24,93,4631
1979,F,19,100,4632
1973,M,25,87,4633
1978,M,18,78,4634
1976,F,19,64,4635
1994,M,20,84,4636
1984,M,27,98,4637
1980,F,19,72,4638
1986,F,28,73,4639
1985,M,18,69,4640
1991,M,24,87,4641
1983,M,22,68,4642
1979,M,22,89,4643
1992,M,18,61,4644
1982,M,24,86,4645
1978,M,20,82,4646
1990,F,21,70,4647
1982,F,17,70,4648
2003,F,29,85,4649
1989,F,25,62,4650
1974,F,22,75,4651
1991,F,18,77,4652
1974,F,30,63,4653
2000,F,21,71,4654
1980,F,23,88,4655
1966,M,18,69,4656
1986,F,20,54,4657
1988,M,21,62,4658
1999,M,22,94,4659
1978,F,18,72,4660
2000,F,23,74,4661
1983,F,25,66,4662
1960,M,24,55,4663
1984,F,21,93,4664
1998,M,22,79,4665
1965,F,21,86,4666
1989,M,22,79,4667
1999,M,22,55,4668
1969,M,17,66,4669
1989,M,23,78,4670
1976,F,22,64,4671
1982,F,18,45,4672
1971,M,19,52,4673
1960,M,22,88,4674
1963,F,18,100,4675
1987,M,18,76,4676
1995,M,25,55,4677
1997,M,21,84,4678
1998,F,16,69,4679
1962,F,26,67,4680
1961,F,22,77,4681
1965,M,19,77,4682
1988,F,18,80,4683
1994,M,20,74,4684
1973,M,19,100,4685
1996,F,17,59,4686
1957,M,22,96,4687
1971,M,16,100,4688
1981,F,20,56,4689
1983,F,22,78,4690
1970,F,23,71,4691
1988,F,26,95,4692
1999,F,22,81,4693
1961,F,24,81,4694
1975,M,27,57,4695
1997,F,18,64,4696
1974,F,17,72,4697
1991,M,23,80,4698
1987,M,26,52,4699
2004,M,28,57,4700
1980,M,20,81,4701
1971,F,20,89,4702
1983,F,29,56,4703
1983,M,30,82,4704
1978,M,25,74,4705
1997,M,19,61,4706
1964,F,20,85,4707
1976,F,26,78,4708
1987,M,20,89,4709
1991,F,23,64,4710
1987,M,22,93,4711
1962,F,21,73,4712
1956,F,23,82,4713
1964,M,30,72,4714
1985,F,16,85,4715
1968,F,24,74,4716
1956,M,23,87,4717
1967,M,17,66,4718
1983,F,20,66,4719
1982,M,28,86,4720
1986,M,21,60,4721
1971,F,21,70,4722
1949,F,22,87,4723
1971,M,25,55,4724
1992,F,19,51,4725
1984,F,17,56,4726
1954,M,16,63,4727
1980,M,18,73,4728
1997,M,17,84,4729
1978,F,26,52,4730
1976,F,21,85,4731
1976,M,19,79,4732
2001,F,20,90,4733
1974,M,22,85,4734
1968,F,19,70,4735
1991,M,21,40,4736
1966,F,20,80,4737
2003,F,16,76,4738
1985,M,27,76,4739
1971,F,22,57,4740
1963,M,22,87,4741
1973,M,24,63,4742
1986,F,26,100,4743
1991,F,22,76,4744
1972,M,22,72,4745
1987,F,19,55,4746
1980,F,20,76,4747
1977,F,17,77,4748
1991,F,21,88,4749
1966,F,20,61,4750
1974,F,21,86,4751
1971,F,28,68,4752
1980,M,22,66,4753
1988,M,19,88,4754
1977,M,18,53,4755
1981,F,25,86,4756
2003,F,21,81,4757
1974,M,28,75,4758
1979,M,23,76,4759
1961,F,18,78,4760
1980,M,17,70,4761
1988,F,17,84,4762
1969,F,16,71,4763
1981,M,26,86,4764
1968,F,22,89,4765
1977,F,24,66,4766
1989,M,23,57,4767
1992,M,24,83,4768
1947,M,19,84,4769
1965,F,21,79,4770
1969,F,23,81,4771
1990,M,17,49,4772
1987,M,26,88,4773
1998,F,21,71,4774
1987,F,23,92,4775
1981,M,20,78,4776
1970,F,23,82,4777
1988,F,32,92,4778
1969,F,22,56,4779
1978,F,19,49,4780
1975,M,18,94,4781
1975,F,22,57,4782
1973,M,19,59,4783
1977,M,18,73,4784
1993,M,19,69,4785
1985,F,25,71,4786
1985,F,21,76,4787
1982,F,23,59,4788
1993,M,23,88,4789
1975,F,25,69,4790
1970,M,24,97,4791
1983,F,25,47,4792
1986,F,23,80,4793
1960,M,24,80,4794
1959,F,23,68,4795
1989,F,28,66,4796
1981,M,26,87,4797
1980,F,19,52,4798
1965,F,16,74,4799
1976,M,19,69,4800
1966,F,21,77,4801
2006,F,21,81,4802
1957,M,23,100,4803
1987,M,19,97,4804
1978,M,23,92,4805
1982,M,22,51,4806
1988,M,18,77,4807
1996,M,20,86,4808
1979,F,23,58,4809
1986,M,18,67,4810
1960,F,28,47,4811
1970,F,16,63,4812
1982,M,27,57,4813
1993,F,20,57,4814
1985,F,19,55,4815
1987,M,28,85,4816
1985,F,18,64,4817
1986,F,30,64,4818
1973,F,16,69,4819
1995,M,28,55,4820
1964,F,22,70,4821
1980,F,28,50,4822
2002,F,23,80,4823
1981,M,16,83,4824
2001,F,16,94,4825
1951,M,24,71,4826
1967,F,18,74,4827
1965,M,20,78,4828
1986,F,23,87,4829
1995,F,18,100,4830
1942,M,19,99,4831
1982,F,18,85,4832
1977,M,25,72,4833
1993,M,23,79,4834
1980,M,17,63,4835
1979,F,22,69,4836
1969,F,23,59,4837
1988,F,25,88,4838
1989,F,25,67,4839
1972,F,23,100,4840
1989,M,20,66,4841
1981,M,18,74,4842
1987,F,22,65,4843
1982,F,23,60,4844
2000,F,26,78,4845
1983,F,25,79,4846
1969,M,22,50,4847
1968,M,24,53,4848
1954,F,20,79,4849
1985,F,22,50,4850
1982,F,23,81,4851
1992,F,21,69,4852
1988,M,25,56,4853
1981,F,22,50,4854
1968,F,20,93,4855
1962,F,21,71,4856
1984,M,26,60,4857
1991,F,21,54,4858
1982,F,23,55,4859
1993,M,17,62,4860
1958,M,25,51,4861
1977,M,27,79,4862
1990,M,24,74,4863
1987,F,21,77,4864
1965,F,26,57,4865
1993,M,24,77,4866
1969,F,25,86,4867
1991,M,19,100,4868
1997,M,32,76,4869
1988,F,21,77,4870
1985,M,16,72,4871
1998,M,26,94,4872
1977,F,26,79,4873
1994,M,24,78,4874
1976,F,24,63,4875
1982,F,21,73,4876
1983,F,24,65,4877
1954,M,19,74,4878
1988,M,21,55,4879
1975,F,16,98,4880
1969,M,23,86,4881
1999,F,23,84,4882
1994,F,19,69,4883
1970,M,20,82,4884
1968,F,16,78,4885
1978,F,20,76,4886
1985,M,25,68,4887
1986,F,17,88,4888
1983,M,23,56,4889
1950,M,26,92,4890
1984,F,22,93,4891
1979,M,19,70,4892
1990,M,25,100,4893
1983,F,16,88,4894
1967,F,20,92,4895
1983,M,20,79,4896
1978,F,26,87,4897
1994,M,19,76,4898
1980,M,18,66,4899
1970,M,20,69,4900
1992,F,19,60,4901
1971,F,26,73,4902
1974,F,21,100,4903
1972,M,21,61,4904
1968,F,24,58,4905
1991,M,20,94,4906
1978,M,33,79,4907
1982,F,25,66,4908
1976,F,26,65,4909
1981,F,21,56,4910
1982,M,25,66,4911
1975,F,23,93,4912
1981,F,23,57,4913
1973,F,24,84,4914
1997,M,23,76,4915
1965,F,24,61,4916
2002,M,23,84,4917
1986,F,25,74,4918
1982,M,23,84,4919
1993,F,24,57,4920
1982,M,22,85,4921
2001,M,20,77,4922
2002,M,19,100,4923
1975,F,27,61,4924
1990,F,20,53,4925
1992,F,22,79,4926
1967,F,23,95,4927
1993,M,22,58,4928
1971,F,21,88,4929
1960,F,25,76,4930
2003,F,23,65,4931
1989,M,19,100,4932
1986,M,25,68,4933
1983,F,24,84,4934
1994,M,16,70,4935
1966,M,21,65,4936
1975,F,18,75,4937
1972,M,30,97,4938
1986,M,19,86,4939
1981,M,22,78,4940
1968,F,18,99,4941
1970,M,21,73,4942
1982,M,26,56,4943
1976,M,24,75,4944
1984,M,24,66,4945
1986,M,16,57,4946
1983,M,22,63,4947
1976,F,28,82,4948
1976,M,21,48,4949
1992,M,22,100,4950
1999,M,22,71,4951
1989,M,18,73,4952
1971,M,22,75,4953
1977,F,17,87,4954
1990,M,21,76,4955
1975,M,21,84,4956
1992,F,24,90,4957
1995,M,26,91,4958
1972,M,22,75,4959
1989,M,20,63,4960
1990,M,23,75,4961
1972,M,24,84,4962
1974,F,21,51,4963
1987,M,21,92,4964
1982,M,25,70,4965
1988,F,27,73,4966
1971,F,24,63,4967
1971,F,25,51,4968
1966,M,22,71,4969
2000,M,22,68,4970
1976,F,24,84,4971
1981,F,25,87,4972
1991,M,23,94,4973
1979,F,21,84,4974
1975,F,24,97,4975
1985,M,20,83,4976
2004,F,18,97,4977
1971,F,20,59,4978
1938,M,21,61,4979
1983,M,24,81,4980
1955,M,26,56,4981
1955,M,25,81,4982
1954,M,26,56,4983
1998,M,22,78,4984
1993,M,22,78,4985
1998,M,25,65,4986
1997,M,25,96,4987
1966,F,18,75,4988
1978,F,20,100,4989
1999,M,23,78,4990
1990,F,27,64,4991
1999,M,24,97,4992
1956,M,20,49,4993
1991,M,20,61,4994
1991,F,25,53,4995
1969,M,19,68,4996
1986,M,25,59,4997
1985,M,26,63,4998
1978,M,21,76,4999
1999,F,25,42,5000
1994,F,26,65,5001
1980,F,26,68,5002
1982,M,20,61,5003
1975,F,25,99,5004
1980,M,30,59,5005
1963,F,23,86,5006
1998,F,27,92,5007
2001,F,21,71,5008
1975,F,19,74,5009
1990,M,27,89,5010
1997,F,21,64,5011
1985,M,25,87,5012
1976,F,22,79,5013
1988,M,19,60,5014
1992,F,23,90,5015
1957,M,23,78,5016
1990,F,27,79,5017
1977,M,24,80,5018
1992,M,27,65,5019
1967,M,26,69,5020
1984,M,21,84,5021
1978,F,22,63,5022
1999,F,21,65,5023
1968,F,24,76,5024
1983,F,21,85,5025
1975,F,19,83,5026
1992,F,21,75,5027
1953,F,25,68,5028
1981,M,16,69,5029
1992,F,22,89,5030
1990,F,25,91,5031
1990,M,23,63,5032
1974,F,21,56,5033
1974,F,23,94,5034
1968,F,22,87,5035
1976,F,28,45,5036
1996,F,28,88,5037
1986,M,26,63,5038
1969,F,31,100,5039
1967,M,24,87,5040
1994,M,23,71,5041
1972,F,25,90,5042
1987,M,19,94,5043
1973,M,19,85,5044
1999,F,21,54,5045
1978,F,19,61,5046
1977,F,25,60,5047
1970,F,22,75,5048
1988,F,19,61,5049
1987,F,20,73,5050
1982,F,20,90,5051
1973,F,20,79,5052
1981,F,22,84,5053
1996,M,20,62,5054
1990,F,25,88,5055
1961,M,23,61,5056
1990,F,23,86,5057
1999,M,24,81,5058
1977,F,24,89,5059
1989,M,27,80,5060
2002,M,27,100,5061
1985,M,21,69,5062
1961,M,17,85,5063
1989,M,28,96,5064
1977,M,24,52,5065
1940,M,18,76,5066
1968,F,24,72,5067
1975,M,18,88,5068
1978,F,23,60,5069
1983,F,25,68,5070
1976,M,18,69,5071
1977,M,23,97,5072
1989,F,27,100,5073
1976,M,20,70,5074
1977,M,29,88,5075
1989,M,18,100,5076
1955,M,27,65,5077
1984,F,16,66,5078
1990,F,20,46,5079
1990,M,27,54,5080
1981,F,23,58,5081
1986,M,19,100,5082
1983,F,20,54,5083
1984,F,25,93,5084
1995,M,19,90,5085
1983,F,24,64,5086
1961,F,27,77,5087
1969,M,26,66,5088
1978,M,22,100,5089
1983,M,26,90,5090
1984,M,19,53,5091
1991,M,23,81,5092
2004,M,20,50,5093
1979,M,27,70,5094
1973,M,25,50,5095
1975,M,17,50,5096
1994,M,25,81,5097
1989,F,24,52,5098
1972,F,24,56,5099
1995,M,28,50,5100
1978,F,25,66,5101
1965,F,26,49,5102
1976,F,30,100,5103
1973,M,17,85,5104
1974,M,23,61,5105
1986,F,28,88,5106
1986,M,21,72,5107
2002,M,23,68,5108
1986,M,26,73,5109
1973,M,20,100,5110
1968,M,24,56,5111
1989,M,24,76,5112
1995,F,29,81,5113
1995,F,25,57,5114
1978,F,29,91,5115
1995,F,24,72,5116
1989,F,21,88,5117
1961,M,25,89,5118
1980,F,24,77,5119
1972,M,18,85,5120
2001,F,28,29,5121
1979,M,19,86,5122
2004,M,18,99,5123
1969,M,23,67,5124
1980,F,23,50,5125
1976,F,28,76,5126
1979,F,22,54,5127
1984,M,16,64,5128
1977,M,21,61,5129
1990,F,18,75,5130
1994,M,16,71,5131
2006,F,26,54,5132
1990,F,25,73,5133
1972,F,22,62,5134
1976,M,19,98,5135
1998,F,24,71,5136
1977,M,18,82,5137
1978,F,27,74,5138
1986,F,20,100,5139
1988,F,23,85,5140
1983,F,23,72,5141
1993,M,21,78,5142
1962,F,22,75,5143
1975,F,21,88,5144
1996,F,23,84,5145
1976,F,22,80,5146
1988,F,29,64,5147
1994,F,21,50,5148
1991,M,24,78,5149
1965,M,19,68,5150
1994,F,22,84,5151
2003,M,21,96,5152
1978,M,24,88,5153
1973,M,21,61,5154
1973,M,18,93,5155
1988,F,16,52,5156
1975,F,25,100,5157
1973,F,24,88,5158
1990,F,24,85,5159
1998,M,22,80,5160
1972,M,18,86,5161
1966,F,20,49,5162
1977,M,19,75,5163
2002,M,24,76,5164
1986,F,16,83,5165
1975,F,23,83,5166
1955,M,26,38,5167
1977,M,25,82,5168
1966,M,19,57,5169
1971,F,16,100,5170
1962,F,27,83,5171
1970,M,25,89,5172
1983,M,26,78,5173
1975,F,23,99,5174
1973,F,18,70,5175
1946,F,23,57,5176
1985,M,23,97,5177
1991,F,29,69,5178
1973,M,16,63,5179
1975,F,22,86,5180
1970,M,18,73,5181
1983,M,21,96,5182
1979,F,21,71,5183
1986,F,24,82,5184
1986,F,24,70,5185
1994,M,26,79,5186
1995,F,16,87,5187
1962,F,24,69,5188
1981,F,20,74,5189
1987,F,19,61,5190
2001,M,25,67,5191
1991,F,20,100,5192
1994,M,20,70,5193
1978,M,25,78,5194
1955,F,22,83,5195
1966,M,25,71,5196
1999,M,21,73,5197
1964,M,22,87,5198
1973,M,26,59,5199
1988,M,24,54,5200
1996,F,21,46,5201
1965,F,24,68,5202
1998,F,27,61,5203
1980,F,22,76,5204
1962,F,19,73,5205
1981,F,28,86,5206
1973,M,24,67,5207
1954,F,17,71,5208
1962,F,19,70,5209
1988,F,19,74,5210
1961,F,23,81,5211
1971,M,22,67,5212
1996,F,21,93,5213
1984,M,29,54,5214
1984,F,27,66,5215
1997,M,28,63,5216
1979,F,20,96,5217
1981,M,25,67,5218
1980,F,23,51,5219
1998,F,25,81,5220
1985,M,26,100,5221
1988,M,18,42,5222
1970,F,24,83,5223
1995,M,21,86,5224
1993,M,19,56,5225
1970,M,27,96,5226
1996,F,26,75,5227
1977,F,26,66,5228
1992,M,16,73,5229
1992,M,23,62,5230
1991,F,22,58,5231
1974,M,20,76,5232
1988,F,17,98,5233
1983,M,19,74,5234
1997,F,23,57,5235
1989,M,21,93,5236
1986,F,23,91,5237
1986,M,21,80,5238
1996,F,22,54,5239
1981,F,21,82,5240
