subrogation,claim_number,year_of_born,gender,email_or_tel_available,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_of_DL,accident_type,in_network_bodyshop,vehicle_mileage
0,7329027,1997,M,1,68,44097,1,0,Own,20103,6/21/2016,Friday,Unknown,13,Y,40,Broker,0,2390.28,2022,Compact,15000,black,11507.40282,28,multi_vehicle_clear,yes,65564
1,3712959,1975,M,1,57,40864,1,1,Own,85019,1/30/2015,Tuesday,Highway/Intersection,13,N,40,Online,0,284.72,2016,Large,21799.94788,gray,42492.10283,26,multi_vehicle_unclear,yes,125150
0,1073922,1972,M,1,83,52139,1,1,Own,85005,3/23/2015,Monday,Highway/Intersection,0,Y,34,Phone,0,551.29,2023,Medium,15000,silver,11462.77597,24,single_car,no,54182
0,4230426,1999,F,1,64,65816,1,0,Own,15026,6/23/2015,Friday,Parking Area,0,Y,47,Broker,1,1342.99,2026,Large,15000,black,33030.75946,20,multi_vehicle_unclear,yes,93801
0,1035762,1984,M,1,79,103234,1,1,Own,15003,11/1/2016,Friday,Unknown,0,N,39,Broker,0,6553.16,2024,Compact,15000,silver,29954.81878,24,multi_vehicle_unclear,yes,117629
0,4543920,1999,M,1,97,37098,1,1,Own,20122,10/19/2016,Saturday,Parking Area,0,N,35,Online,1,2549.2,2024,Compact,15000,blue,16366.10244,22,single_car,no,98744
0,8896944,1980,F,0,76,46253,0,1,Own,85008,10/23/2015,Thursday,Highway/Intersection,0,Y,43,Phone,1,659.5,2022,Compact,56631.06874,black,35576.50631,32,multi_vehicle_unclear,yes,100376
0,5874869,1973,F,1,69,30015,1,1,Rent,80004,9/27/2015,Saturday,Parking Area,0,Y,56,Broker,1,1656.68,2018,Medium,20787.77149,white,6030.893537,23,multi_vehicle_clear,no,52109
1,1172197,1990,M,1,94,104484,0,1,Own,20105,11/10/2015,Wednesday,Highway/Intersection,4,N,41,Broker,0,10357.95,2019,Large,35442.87357,blue,10452.65988,21,multi_vehicle_unclear,yes,128849
0,6544083,1974,F,0,79,31820,1,1,Rent,80104,4/28/2015,Wednesday,Unknown,0,Y,50,Online,0,6652.53,2023,Medium,21330.11409,gray,19970.8467,23,multi_vehicle_unclear,yes,47965
1,9506057,1958,F,1,65,45968,0,1,Rent,20164,5/28/2015,Thursday,Parking Area,0,Y,39,Broker,1,6054.28,2023,Medium,28527.48989,red,18466.61887,18,multi_vehicle_unclear,yes,47430
0,9673043,1973,M,1,54,124993,1,1,Rent,20164,8/1/2015,Monday,Parking Area,2,N,39,Broker,0,10815.06,2025,Large,15000,white,29509.18811,22,multi_vehicle_unclear,yes,55935
0,2260900,1981,M,1,57,73726,1,0,Rent,50047,1/4/2016,Wednesday,Unknown,0,Y,47,Broker,1,2162.85,2025,Compact,46204.13948,black,15871.10723,21,single_car,yes,85285
0,5344828,1988,F,0,80,41589,0,1,Rent,85038,7/22/2015,Sunday,Parking Area,5,Y,39,Online,1,3170.24,2024,Compact,27666.416,black,23513.6816,19,multi_vehicle_clear,no,147491
0,4612418,1965,M,1,72,39813,1,0,Own,20122,7/10/2015,Monday,Highway/Intersection,0,Y,17,Online,1,852.82,2023,Medium,82150.67863,gray,26926.31673,24,single_car,no,143870
1,2969959,1991,M,0,80,52554,1,0,Own,20148,4/20/2015,Sunday,Highway/Intersection,0,N,32,Online,1,3044.65,2025,Large,21799.94788,gray,22673.47037,25,multi_vehicle_unclear,yes,60875
0,5790024,1981,F,1,70,32904,0,1,Own,15001,11/18/2016,Monday,Parking Area,0,Y,37,Phone,0,3362.99,2022,Medium,19747.72386,gray,17727.47257,24,single_car,yes,59466
1,9362616,1986,M,1,36,47115,1,1,Own,80022,10/27/2015,Thursday,Unknown,1,N,43,Phone,1,2761.91,2027,Large,64862.96082,silver,19570.24696,16,multi_vehicle_clear,yes,80340
0,4879258,1996,M,1,97,30015,1,0,Own,80025,6/9/2016,Friday,Parking Area,0,N,38,Broker,0,10201.91,2023,Large,34963.6319,other,31905.60383,22,single_car,yes,66771
0,2164039,1985,M,0,92,36863,1,0,Rent,20156,8/27/2016,Tuesday,Local,15,N,24,Broker,0,1734.98,2024,Compact,58201.40667,white,15423.12274,25,multi_vehicle_unclear,yes,60291
1,5768635,1970,M,0,67,30015,0,0,Rent,15035,2/2/2015,Thursday,Highway/Intersection,0,N,34,Online,1,1565.04,2024,Compact,15000,blue,28341.99694,21,multi_vehicle_clear,no,92903
0,8615789,1994,M,1,75,58260,1,1,Own,20163,1/21/2015,Tuesday,Unknown,0,N,48,Phone,1,4268.55,2027,Large,15000,gray,25258.84439,19,multi_vehicle_unclear,yes,73807
1,1029616,1998,F,1,74,52618,1,1,Rent,80110,7/9/2016,Tuesday,Highway/Intersection,0,Y,33,Phone,1,5413.65,2023,Large,15000,white,14300.64627,20,multi_vehicle_clear,yes,78388
0,2247972,1960,F,1,82,32465,1,0,Own,80011,6/27/2016,Thursday,Highway/Intersection,0,Y,50,Online,1,3478.5,2025,Large,15000,silver,13592.19555,23,multi_vehicle_clear,yes,51595
0,7131752,1957,M,1,78,75430,0,0,Own,20165,3/19/2016,Tuesday,Local,22,Y,56,Online,1,721.41,2021,Medium,56479.40322,other,46657.6541,25,multi_vehicle_clear,yes,58270
1,6736179,1988,M,0,66,46226,0,1,Own,15038,10/24/2016,Monday,Local,23,N,50,Phone,0,2256.84,2024,Large,16640.97104,gray,43157.35297,20,multi_vehicle_clear,yes,131595
0,9165286,1998,M,1,82,30015,1,1,Own,85013,11/29/2016,Sunday,Highway/Intersection,0,N,50,Phone,1,21504.28,2020,Compact,15000,gray,23577.29466,28,multi_vehicle_unclear,no,102390
1,4508730,1972,M,0,78,124993,1,0,Own,80011,9/29/2015,Monday,Local,0,N,33,Online,1,1700.79,2025,Compact,15000,red,8952.066194,24,multi_vehicle_clear,no,14116
1,6436689,1996,F,0,62,40604,1,1,Rent,50033,2/18/2015,Sunday,Local,4,Y,36,Broker,1,2078.9,2027,Medium,20470.72142,blue,27497.976,23,multi_vehicle_clear,no,85150
0,4446485,1967,M,1,81,56771,0,0,Own,50057,3/17/2016,Tuesday,Parking Area,16,Y,32,Phone,1,1741.32,2019,Compact,15000,white,14529.58032,20,multi_vehicle_clear,no,103384
1,6431179,1974,M,1,100,59595,1,1,Rent,80014,3/8/2015,Sunday,Local,0,Y,26,Phone,1,2614.74,2022,Medium,32472.08308,white,31565.02918,24,single_car,yes,95630
0,7369826,1999,M,1,64,31448,1,1,Rent,80044,12/11/2015,Thursday,Highway/Intersection,0,N,37,Phone,0,1539.47,2019,Compact,54033.14623,white,8885.564278,24,multi_vehicle_clear,yes,44411
0,3296568,1986,M,1,100,48051,1,0,Own,20129,4/19/2015,Monday,Unknown,4,Y,54,Phone,0,931.19,2017,Compact,15000,blue,18112.98126,18,multi_vehicle_unclear,yes,65676
0,7182423,1979,M,1,46,74637,0,1,Own,50059,11/6/2016,Thursday,Parking Area,0,N,40,Broker,1,3716.05,2022,Large,15000,gray,31209.90392,21,multi_vehicle_unclear,yes,77189
0,8811685,1975,F,1,70,44471,1,0,Own,15006,4/2/2015,Tuesday,Parking Area,0,Y,38,Online,0,3674.2,2016,Compact,15424.94954,black,13354.09188,27,multi_vehicle_clear,yes,83348
1,2740458,1974,F,1,79,43821,0,1,Own,85070,5/9/2015,Tuesday,Highway/Intersection,3,N,29,Phone,1,1703.14,2024,Compact,48001.68882,red,29441.62419,25,multi_vehicle_clear,no,91500
0,8282516,1987,F,0,57,58483,0,0,Own,80006,3/6/2016,Wednesday,Unknown,0,Y,37,Online,1,5293.39,2013,Compact,15000,silver,23769.57456,21,single_car,yes,72657
0,6835165,1983,F,1,64,45990,1,1,Rent,80016,5/8/2015,Tuesday,Unknown,0,N,46,Online,1,2266.23,2026,Compact,26786.74481,white,29652.51456,22,multi_vehicle_clear,yes,60169
0,7276422,1981,M,0,86,30015,0,1,Own,15025,6/1/2016,Tuesday,Parking Area,12,Y,26,Online,1,1041.73,2022,Medium,15000,black,23635.14243,25,multi_vehicle_clear,yes,72231
1,3421825,1987,F,1,79,82138,1,1,Rent,15045,2/14/2015,Saturday,Parking Area,0,Y,35,Broker,1,6950.19,2027,Medium,22600.2789,gray,16275.69448,19,multi_vehicle_clear,no,101247
1,6418006,1976,F,0,80,49905,1,1,Own,85017,4/9/2016,Wednesday,Highway/Intersection,0,Y,43,Broker,1,4280.81,2023,Medium,44418.44822,other,21807.35937,23,multi_vehicle_clear,yes,161740
1,1220945,1995,F,1,73,31498,1,1,Rent,85007,5/3/2016,Friday,Highway/Intersection,2,N,30,Broker,1,1336.22,2023,Medium,15000,gray,14537.07573,21,multi_vehicle_clear,yes,41533
1,2517684,1970,M,1,79,30015,1,0,Own,50039,8/27/2015,Saturday,Highway/Intersection,15,Y,31,Online,1,5266.83,2016,Compact,15000,gray,19281.38356,16,multi_vehicle_unclear,yes,66816
0,2858528,1994,F,1,59,30015,1,0,Own,15056,9/7/2015,Saturday,Unknown,7,N,35,Online,0,7822.16,2022,Large,67535.96556,red,9112.395326,18,multi_vehicle_clear,no,75974
1,1550975,1993,F,0,76,81240,0,1,Own,50059,6/7/2016,Tuesday,Highway/Intersection,0,N,38,Online,1,1594.06,2020,Compact,15000,other,13846.22779,23,multi_vehicle_clear,yes,43116
1,5617315,1975,M,1,78,30620,1,0,Rent,50025,2/12/2016,Thursday,Parking Area,3,Y,28,Broker,1,1270.88,2023,Large,58121.558,blue,33466.90052,22,multi_vehicle_clear,yes,28689
1,6907676,1976,F,1,61,124993,0,1,Own,20103,11/13/2015,Monday,Local,14,N,37,Broker,1,8024.81,2025,Medium,15000,white,22807.10962,16,multi_vehicle_clear,yes,82151
0,9021437,1970,M,1,70,95473,1,0,Rent,50054,5/27/2016,Tuesday,Unknown,2,N,46,Broker,1,581.35,2023,Compact,41924.48558,silver,24263.57252,22,multi_vehicle_clear,yes,43704
0,4640268,1996,M,1,89,65236,0,0,Own,80033,1/16/2016,Sunday,Highway/Intersection,0,Y,51,Online,0,7148.19,2017,Compact,36533.43083,red,5591.287589,20,multi_vehicle_clear,no,60800
0,7028968,1992,F,1,81,31169,0,1,Rent,80011,11/29/2016,Tuesday,Unknown,12,N,49,Phone,1,769.98,2022,Large,15000,white,13477.27725,25,single_car,yes,89997
0,5454884,1990,M,1,64,42445,1,0,Rent,80002,9/17/2016,Wednesday,Highway/Intersection,12,Y,25,Broker,0,1885.99,2017,Compact,15000,other,42749.51094,21,multi_vehicle_clear,no,55681
0,6962955,1959,M,1,66,66754,1,0,Rent,50039,10/17/2015,Wednesday,Parking Area,5,N,34,Online,1,1116.67,2018,Large,28313.75239,black,22243.27893,20,single_car,no,85866
0,8520324,1986,M,1,54,61376,0,0,Own,85079,11/24/2015,Friday,Parking Area,0,N,25,Online,0,1443.07,2027,Large,15000,other,71195.26641,30,single_car,yes,97011
0,7979987,1993,F,1,93,89030,1,0,Own,15033,2/3/2015,Wednesday,Parking Area,0,N,47,Phone,1,1098.63,2026,Compact,66721.3409,black,24022.47838,26,multi_vehicle_unclear,yes,95231
0,5170813,1994,F,1,87,124993,0,1,Rent,15042,6/26/2015,Thursday,Highway/Intersection,6,N,37,Broker,0,3479.23,2027,Medium,81124.64251,blue,14871.64478,22,single_car,yes,70793
0,4949905,1997,F,1,75,37105,0,1,Rent,80109,2/11/2015,Wednesday,Unknown,0,Y,24,Broker,0,3056.48,2020,Compact,65790.43125,silver,26743.27711,21,single_car,yes,56800
0,8973951,1984,M,1,68,64497,1,0,Own,80037,9/23/2015,Thursday,Parking Area,2,Y,43,Broker,1,6373.56,2024,Medium,36277.56985,white,26303.99647,18,multi_vehicle_clear,yes,103100
0,8266619,2000,M,1,62,67179,0,1,Own,20144,1/13/2015,Monday,Local,0,N,45,Phone,1,5216.42,2022,Large,15000,gray,23730.43537,26,single_car,yes,36806
0,9173932,1983,F,0,79,30015,1,1,Rent,80022,10/14/2015,Sunday,Unknown,5,Y,26,Online,0,2800.65,2022,Large,61659.32087,blue,18405.12241,16,single_car,yes,114451
1,4200585,1995,M,0,100,71767,1,1,Own,50001,6/27/2016,Saturday,Highway/Intersection,7,Y,33,Broker,1,2807.84,2025,Large,27095.93548,red,22873.79195,16,multi_vehicle_unclear,yes,127690
0,6133504,1959,F,1,89,49532,1,1,Rent,85064,1/5/2016,Sunday,Highway/Intersection,0,N,26,Broker,1,879.93,2025,Compact,42694.73758,white,13486.4489,27,multi_vehicle_unclear,no,124926
0,5224387,1995,F,0,78,98810,1,1,Own,50002,10/12/2015,Monday,Local,16,N,38,Broker,1,2747.65,2023,Medium,28239.09267,blue,23949.43986,25,single_car,yes,56143
0,4124984,1991,M,1,88,30015,1,0,Rent,15020,4/2/2015,Saturday,Parking Area,7,N,35,Broker,0,2204.64,2012,Compact,18392.19531,black,16435.20279,25,multi_vehicle_unclear,yes,67145
0,6136452,1981,M,0,89,58006,1,1,Rent,85005,5/19/2016,Wednesday,Local,7,N,34,Broker,0,1414.15,2027,Medium,15000,blue,22314.29404,29,multi_vehicle_unclear,no,81066
0,7885566,1989,F,1,53,39107,1,0,Own,20164,6/10/2016,Monday,Highway/Intersection,3,Y,36,Broker,1,3674.04,2023,Medium,62851.30873,red,26633.07888,27,multi_vehicle_unclear,yes,71569
0,4799539,1951,F,1,60,88099,1,0,Own,15004,7/11/2015,Wednesday,Local,0,Y,38,Broker,1,1550.81,2023,Large,84042.83928,gray,31768.97978,16,multi_vehicle_unclear,yes,72241
0,6791534,1971,F,1,52,75292,1,0,Rent,85009,5/24/2016,Wednesday,Highway/Intersection,1,N,41,Phone,0,3441.96,2023,Medium,37265.7425,white,20573.6309,21,multi_vehicle_unclear,yes,103919
0,7504842,1960,M,1,100,56587,1,1,Rent,50013,7/10/2016,Tuesday,Parking Area,0,Y,41,Online,1,1321.71,2026,Large,15000,black,30755.23267,25,multi_vehicle_clear,yes,48441
0,3729127,1985,F,0,100,30015,1,1,Own,85046,6/14/2015,Saturday,Parking Area,0,N,47,Broker,1,3475.2,2013,Large,15000,white,17355.33955,21,single_car,yes,108288
0,7758971,1990,M,0,54,120038,1,1,Rent,15009,10/31/2015,Sunday,Highway/Intersection,0,N,36,Phone,0,3402.02,2024,Compact,22176.44608,white,51769.30947,24,multi_vehicle_clear,yes,117752
1,6590568,1970,F,0,68,45524,0,1,Rent,15055,11/12/2015,Monday,Highway/Intersection,0,Y,31,Phone,0,7874.74,2016,Large,46927.24162,red,42514.51878,23,multi_vehicle_clear,no,49452
0,2413715,1951,M,1,81,50869,0,1,Own,85048,12/17/2015,Friday,Highway/Intersection,0,N,39,Broker,1,1946.18,2022,Compact,15000,blue,17263.14916,19,multi_vehicle_unclear,yes,104542
0,5493965,1994,F,1,81,52183,1,1,Own,20101,10/7/2015,Saturday,Parking Area,0,N,49,Broker,0,2583.56,2026,Large,35007.39671,gray,23109.15187,28,multi_vehicle_unclear,yes,125075
1,7857161,1987,M,1,84,30015,0,0,Own,80107,4/10/2016,Saturday,Highway/Intersection,15,N,26,Broker,1,7622.38,2023,Large,22335.89314,blue,10656.29805,26,multi_vehicle_unclear,yes,90975
0,6990434,1998,M,0,84,97596,0,1,Own,85042,3/30/2015,Monday,Parking Area,0,Y,33,Broker,0,4547.57,2027,Medium,15000,blue,7221.095197,23,single_car,yes,66827
0,6196343,1975,F,1,63,38033,1,0,Own,15049,11/15/2015,Thursday,Parking Area,3,N,43,Broker,1,8099.69,2025,Large,50683.85068,black,7902.348977,24,single_car,yes,151998
0,1912842,1976,F,1,77,33417,1,1,Own,50010,8/31/2015,Thursday,Parking Area,7,Y,39,Broker,0,456.2,2024,Compact,15000,black,22462.39425,21,multi_vehicle_clear,no,16747
0,9396706,1975,M,0,64,44813,1,1,Rent,50012,4/23/2016,Tuesday,Parking Area,0,N,45,Broker,1,1143.22,2024,Large,15000,gray,43191.89504,21,multi_vehicle_unclear,yes,77804
0,2941660,2001,M,1,72,48274,1,0,Rent,20152,11/5/2015,Sunday,Local,0,Y,30,Broker,1,1528.74,2023,Compact,27666.416,gray,28922.76997,21,single_car,no,109179
0,3997461,1997,M,1,100,30015,1,0,Own,20156,4/27/2016,Tuesday,Local,18,Y,27,Online,0,627.76,2021,Compact,15000,white,21257.29184,16,multi_vehicle_unclear,yes,62940
0,1817185,1980,M,0,72,30015,1,1,Rent,20151,6/28/2015,Friday,Local,13,N,48,Broker,0,2091.05,2021,Large,15000,red,12338.54166,23,multi_vehicle_clear,yes,22698
1,3206540,1996,F,1,72,39963,0,0,Own,20118,3/1/2015,Monday,Parking Area,0,Y,35,Broker,1,3130.77,2025,Large,15000,red,34522.93073,19,multi_vehicle_clear,yes,123558
1,8240146,1989,M,1,89,30015,1,1,Own,85005,10/8/2016,Monday,Parking Area,0,N,36,Phone,0,2368.23,2027,Compact,15000,red,8684.002167,20,multi_vehicle_clear,yes,79648
0,2777583,1963,F,0,70,75137,1,0,Own,15009,10/26/2016,Tuesday,Highway/Intersection,7,Y,26,Broker,1,1066.99,2026,Medium,24363.31823,white,12981.59998,20,single_car,yes,44718
0,7923983,1996,F,1,91,32281,0,0,Own,15038,11/9/2015,Saturday,Parking Area,7,N,39,Phone,0,350.9,2024,Compact,66125.17618,other,8578.612721,26,single_car,no,52087
1,1247486,1978,M,0,75,99183,1,1,Rent,80041,6/6/2015,Thursday,Highway/Intersection,0,N,35,Online,1,997.92,2021,Large,15000,gray,27478.60951,27,multi_vehicle_unclear,yes,89904
1,2757370,1971,M,0,79,32934,0,1,Own,80028,4/21/2015,Wednesday,Local,2,N,39,Broker,1,880.97,2026,Large,15000,red,18262.64797,21,multi_vehicle_unclear,no,58226
0,6494974,1980,M,0,82,58907,1,0,Own,50008,8/9/2016,Friday,Local,19,N,47,Broker,1,2008.19,2027,Medium,28884.80381,white,30875.87853,22,multi_vehicle_clear,yes,84363
0,6361154,1974,F,0,90,59684,1,0,Rent,85036,3/3/2015,Thursday,Unknown,0,Y,55,Broker,1,1842.37,2027,Large,15000,other,19187.46034,27,single_car,yes,84592
0,9254774,1978,M,1,58,102928,1,1,Own,80110,12/21/2016,Wednesday,Highway/Intersection,3,Y,48,Broker,0,797.59,2023,Medium,15000,red,10286.71111,23,single_car,yes,59003
0,8213146,1975,F,1,97,101683,1,1,Rent,15025,12/26/2015,Saturday,Highway/Intersection,0,N,28,Broker,0,671.34,2020,Medium,51819.05648,silver,10936.51921,16,multi_vehicle_clear,yes,87346
0,6632038,1981,F,1,81,31253,1,1,Own,20163,12/16/2016,Saturday,Highway/Intersection,6,Y,41,Broker,1,249.46,2022,Medium,54057.22832,blue,34757.9873,25,multi_vehicle_clear,yes,64928
0,3440314,1977,F,1,83,53224,0,0,Rent,20148,7/17/2016,Friday,Parking Area,0,N,47,Phone,0,9228.12,2026,Compact,46943.18154,other,23866.92968,23,multi_vehicle_clear,yes,66616
0,9785818,1978,M,1,89,30015,1,0,Own,15055,6/1/2015,Friday,Highway/Intersection,6,Y,38,Online,1,3138.1,2025,Medium,26275.60748,red,24562.71158,18,multi_vehicle_clear,yes,27617
0,9525848,2002,F,1,65,30015,0,1,Own,80002,10/31/2016,Thursday,Unknown,0,Y,33,Phone,0,310.12,2016,Large,66476.51758,black,26280.24,21,multi_vehicle_clear,no,105492
0,3568625,1975,F,0,64,45725,1,1,Own,20141,9/10/2015,Tuesday,Local,7,N,47,Phone,1,6639.14,2022,Compact,15000,blue,35055.64627,20,multi_vehicle_unclear,yes,125764
0,4215904,1980,M,0,81,118466,1,1,Own,80046,5/24/2016,Thursday,Highway/Intersection,0,N,42,Broker,0,2681.46,2022,Large,15000,gray,31475.99245,22,single_car,yes,74330
1,1353909,1976,M,0,68,30015,1,1,Own,20165,2/15/2016,Wednesday,Highway/Intersection,0,N,36,Broker,0,1161.47,2026,Compact,15000,black,20431.53609,22,multi_vehicle_unclear,yes,58526
0,7711382,1972,F,1,72,85864,1,1,Own,80022,11/24/2016,Friday,Parking Area,11,Y,21,Broker,1,2492.53,2018,Medium,28125.13521,silver,14447.68618,18,multi_vehicle_clear,yes,118481
0,2800451,1961,M,1,66,57962,1,1,Rent,15043,3/7/2016,Tuesday,Local,0,Y,34,Broker,0,6069.7,2024,Large,15000,black,13973.58825,21,multi_vehicle_unclear,yes,72295
0,6253698,1996,M,1,72,79726,1,1,Own,20109,3/14/2015,Thursday,Local,7,N,39,Broker,1,5726.74,2024,Large,94462.33841,white,26632.27528,22,multi_vehicle_unclear,yes,118890
0,1590092,1979,M,1,96,96451,1,1,Own,85064,12/22/2015,Saturday,Highway/Intersection,14,N,38,Phone,1,6561.74,2025,Medium,43895.66281,blue,6626.014368,22,multi_vehicle_unclear,yes,28565
0,8944035,1975,M,1,53,37730,0,1,Rent,80033,1/3/2015,Thursday,Local,0,N,35,Broker,0,6930.32,2027,Compact,15000,silver,31646.19674,23,multi_vehicle_clear,yes,67140
0,2485383,1980,M,1,76,32195,1,1,Own,50043,10/10/2015,Wednesday,Unknown,0,Y,24,Broker,1,5223.89,2019,Medium,15923.92921,silver,25122.94737,18,multi_vehicle_unclear,yes,88651
0,3196335,1978,F,1,58,30015,1,1,Rent,85020,8/29/2015,Friday,Unknown,17,Y,31,Broker,1,2879.72,2023,Compact,15000,gray,16088.83208,19,multi_vehicle_clear,yes,27407
0,2923473,1972,F,0,98,52012,1,1,Rent,20121,11/14/2015,Saturday,Local,8,Y,36,Broker,1,3939.5,2025,Compact,76062.05168,red,14039.41764,23,single_car,yes,104071
0,1246551,1989,M,0,95,56027,1,0,Rent,15009,1/16/2016,Saturday,Unknown,9,Y,32,Broker,0,2751.08,2021,Compact,15000,blue,12463.161,18,multi_vehicle_clear,yes,52740
0,7161144,1978,M,1,73,124993,1,0,Rent,15049,7/2/2016,Monday,Local,0,Y,44,Phone,0,294.08,2022,Medium,48627.44583,blue,23538.51667,18,single_car,yes,58611
0,2900309,1999,M,1,76,30015,1,1,Rent,20102,4/20/2016,Monday,Unknown,0,Y,53,Broker,1,6170.06,2024,Medium,15000,silver,20751.64113,22,single_car,yes,68403
0,9106166,1986,M,1,78,64456,1,0,Rent,50020,7/17/2016,Sunday,Unknown,4,N,22,Broker,0,17740.21,2023,Medium,52382.75405,gray,17010.36493,27,single_car,yes,45098
0,9290845,1994,M,1,89,124993,0,0,Own,80004,3/5/2015,Wednesday,Local,0,N,37,Broker,1,3552.05,2025,Large,40061.1108,other,12878.49474,22,multi_vehicle_clear,no,105010
1,4908030,1979,M,1,89,46690,1,1,Own,20152,6/30/2015,Friday,Highway/Intersection,0,Y,38,Broker,0,3123.83,2025,Large,43083.90352,white,13833.56964,24,multi_vehicle_unclear,yes,83959
0,7437209,1990,F,1,71,30965,0,0,Rent,15037,10/1/2015,Sunday,Local,0,Y,46,Phone,0,1015.31,2021,Large,15000,blue,6101.211609,26,multi_vehicle_clear,yes,113179
0,8617276,1996,F,1,72,30015,1,0,Own,50039,7/13/2015,Saturday,Local,2,N,40,Broker,1,1179.38,2023,Medium,25767.26233,white,15703.26262,19,single_car,no,100439
0,7293819,1984,F,1,80,30015,1,1,Own,50021,9/23/2015,Wednesday,Parking Area,4,N,50,Broker,0,2738.54,2012,Medium,15037.73482,white,47346.6272,24,single_car,yes,100859
0,5364863,1983,M,1,60,30015,0,1,Own,20118,10/17/2016,Saturday,Unknown,5,N,21,Phone,1,5363.9,2026,Large,15000,other,8804.347545,20,single_car,yes,127742
1,8021909,1996,F,1,86,88025,0,1,Own,20136,2/11/2015,Monday,Unknown,0,Y,28,Broker,1,5113.48,2025,Compact,15000,black,5588.350753,26,multi_vehicle_clear,yes,75987
1,5174246,1974,M,0,65,52865,0,0,Rent,15019,12/31/2016,Thursday,Highway/Intersection,0,Y,30,Broker,0,971.16,2011,Compact,26930.26119,gray,5960.959499,26,multi_vehicle_unclear,no,75934
1,4153723,1984,M,1,93,61238,1,0,Rent,50059,4/17/2015,Tuesday,Highway/Intersection,1,N,27,Online,1,8240.85,2024,Compact,15000,black,21421.16897,25,multi_vehicle_unclear,yes,55010
1,1086396,1970,M,0,98,124993,1,1,Rent,80110,11/15/2015,Monday,Highway/Intersection,0,N,28,Broker,1,1679.85,2023,Large,15000,blue,46612.75523,21,single_car,yes,125717
0,4783610,1987,M,0,73,56002,1,1,Rent,50021,2/4/2016,Monday,Unknown,3,N,39,Broker,0,7336.73,2023,Medium,42414.34171,other,21901.31311,22,single_car,yes,109961
0,9058862,1977,F,1,63,32054,1,0,Rent,50021,4/4/2016,Thursday,Local,0,Y,41,Broker,1,1374.44,2022,Compact,99801.59135,blue,20257.24296,25,single_car,yes,40069
0,4737554,1993,F,0,93,30792,0,0,Own,15021,4/2/2015,Monday,Local,6,N,39,Broker,1,4882.49,2021,Large,15000,red,13864.58327,16,multi_vehicle_unclear,yes,57073
0,2487719,2002,M,1,72,81391,1,1,Own,20124,7/1/2015,Sunday,Parking Area,11,N,37,Phone,1,5596.34,2027,Large,15000,silver,16350.32625,21,multi_vehicle_clear,yes,120557
0,4429479,1969,F,1,84,30015,1,0,Own,50001,9/20/2016,Tuesday,Local,1,Y,48,Phone,0,1813.35,2026,Medium,27672.93451,red,15163.09487,18,multi_vehicle_unclear,no,89525
0,7083355,1978,M,1,47,89429,1,0,Rent,85020,8/27/2016,Monday,Parking Area,0,N,48,Broker,1,2093.56,2017,Compact,15000,blue,6030.893537,24,multi_vehicle_clear,yes,55518
1,3687451,1972,F,1,81,41211,1,1,Rent,80010,5/4/2015,Monday,Highway/Intersection,22,Y,30,Phone,1,1797.88,2014,Medium,37976.50916,black,27942.59246,22,multi_vehicle_unclear,yes,115325
1,8653463,1972,F,1,62,30015,1,0,Own,85053,9/3/2016,Sunday,Local,0,Y,36,Broker,1,2703.54,2027,Large,24493.43431,red,19517.98606,16,multi_vehicle_clear,no,86799
0,1428894,1993,M,1,68,39436,1,1,Own,80006,2/18/2016,Friday,Parking Area,3,Y,55,Phone,1,2960.38,2026,Medium,53999.33919,white,44315.09206,20,single_car,yes,85450
0,2894148,1986,M,1,100,30015,1,0,Own,85048,8/19/2015,Sunday,Unknown,2,N,40,Phone,1,7193.42,2025,Compact,15000,other,16998.67907,28,single_car,no,31750
0,3796167,1947,F,1,100,44842,1,1,Rent,85062,4/3/2015,Tuesday,Local,0,N,44,Broker,1,1200.51,2018,Compact,18861.1845,black,44021.80897,20,multi_vehicle_unclear,yes,37316
0,6975848,1973,M,1,84,71296,1,1,Rent,80028,8/24/2015,Tuesday,Unknown,0,N,34,Broker,1,548.81,2026,Compact,23578.22615,silver,44090.54776,23,multi_vehicle_clear,no,132424
