year_of_born,gender,age_of_DL,safety_rating,driver_key,claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key
1977,M,22,100,2996,6502423,0,2353.87,37,11/15/2016,Saturday,Phone,20147,N,1,yes,4.0,2560.0,3091.0
1994,M,22,87,2997,7634207,0,5429.41,34,7/25/2015,Tuesday,Broker,50047,N,1,no,3.0,43.0,3092.0
1978,M,27,74,2998,2112623,1,7321.51,31,10/30/2015,Wednesday,Broker,20109,Y,0,yes,6.0,2561.0,3093.0
1985,F,20,65,719,9992990,0,8025.88,33,3/6/2015,Monday,Phone,50009,N,1,no,1.0,2562.0,3094.0
1977,F,20,70,2999,8138949,0,2928.11,38,1/20/2015,Wednesday,Phone,50043,Y,1,yes,11.0,2563.0,3095.0
1999,M,25,80,3000,1917712,0,5071.48,43,11/22/2015,Saturday,Broker,15003,Y,1,yes,1.0,2564.0,3096.0
1994,M,21,91,3001,4732291,1,4079.6,27,12/23/2015,Wednesday,Phone,50049,Y,1,no,7.0,86.0,3097.0
1999,F,19,81,3002,8125631,0,5260.45,34,7/6/2015,Saturday,Phone,15046,Y,0,no,12.0,2565.0,3098.0
1992,F,16,75,3003,8132052,0,1045.47,39,2/9/2016,Wednesday,Phone,15015,Y,0,yes,10.0,269.0,3099.0
1999,M,27,64,3004,7567027,0,1781.25,53,11/10/2016,Saturday,Phone,80045,N,0,yes,9.0,2566.0,3100.0
1973,M,22,76,3005,3606758,0,7396.98,42,10/15/2015,Thursday,Phone,80101,Y,0,yes,4.0,2567.0,3101.0
1983,F,21,74,3006,1670636,0,6326.82,55,7/22/2016,Thursday,Broker,50027,N,1,yes,9.0,1706.0,3102.0
1983,M,28,55,2578,4457447,0,4621.43,35,12/16/2015,Saturday,Broker,80010,Y,0,yes,9.0,2568.0,3103.0
1990,F,25,71,3007,1670969,0,4727.47,34,6/3/2015,Friday,Broker,15035,Y,1,no,12.0,2569.0,3104.0
1965,M,21,55,3008,9964929,1,980.96,36,10/23/2016,Thursday,Online,85030,Y,1,yes,11.0,64.0,3105.0
2000,F,21,80,3009,5398708,0,1169.78,41,11/12/2016,Saturday,Phone,15049,N,0,yes,1.0,2570.0,3106.0
1985,M,17,77,3010,1619381,0,2027.6,27,8/20/2015,Sunday,Phone,15037,N,0,no,3.0,2571.0,3107.0
1966,F,28,74,3011,8874316,1,797.55,39,3/5/2016,Monday,Online,15034,Y,0,yes,3.0,2572.0,3108.0
1953,F,18,98,3012,1963428,1,2525.73,30,9/23/2016,Tuesday,Phone,20128,Y,1,yes,8.0,64.0,3109.0
1985,M,17,97,3013,7787984,0,1669.85,44,9/9/2016,Wednesday,Broker,15021,N,0,no,12.0,2573.0,3110.0
1982,F,21,100,3014,7875015,0,7466.96,37,12/10/2015,Sunday,Broker,50009,Y,1,yes,11.0,2574.0,3111.0
1978,M,21,75,751,5660310,0,6368.14,47,6/9/2016,Friday,Broker,85082,Y,1,yes,11.0,2575.0,3112.0
1984,F,19,90,3015,8022258,0,875.81,41,9/30/2015,Friday,Phone,85001,Y,0,no,4.0,2576.0,3113.0
1980,M,19,55,3016,5805219,0,2862.68,38,12/8/2016,Monday,Broker,50002,N,0,no,7.0,256.0,3114.0
1980,M,23,89,3017,7102682,0,1995.93,34,5/24/2015,Tuesday,Online,80109,Y,1,yes,9.0,2577.0,3115.0
1988,M,21,79,3018,6896173,1,2035.11,42,11/18/2015,Tuesday,Broker,80007,Y,0,yes,11.0,369.0,3116.0
1994,M,16,100,3019,8455863,0,1613.03,20,8/5/2015,Thursday,Broker,85013,N,0,no,2.0,2578.0,3117.0
1963,M,25,77,3020,7366615,1,6577.49,44,5/4/2015,Sunday,Phone,15034,Y,1,yes,8.0,2579.0,3118.0
1989,M,22,92,3021,7063190,1,2649.06,43,8/18/2015,Thursday,Broker,20117,Y,1,yes,10.0,2580.0,3119.0
1968,M,24,84,3022,9507613,0,2701.57,56,7/18/2015,Saturday,Broker,15025,N,0,no,12.0,2581.0,3120.0
1965,F,23,61,3023,7413801,1,3326.8,41,11/18/2015,Thursday,Broker,85013,Y,1,yes,8.0,2582.0,3121.0
1975,F,23,77,3024,6725651,0,5349.82,45,6/17/2015,Tuesday,Broker,50001,N,0,yes,2.0,2583.0,3122.0
1991,F,22,56,3025,6162556,1,804.32,35,3/24/2016,Thursday,Phone,20118,N,0,yes,3.0,110.0,3123.0
1978,M,28,81,3026,1073750,0,8242.27,54,9/21/2016,Saturday,Phone,50058,N,1,no,9.0,2584.0,3124.0
1965,M,28,67,3027,2747988,0,645.5,30,10/24/2015,Sunday,Broker,15035,N,1,yes,8.0,2585.0,3125.0
1964,M,21,100,3028,7269537,0,4442.09,40,2/29/2016,Tuesday,Broker,15021,N,1,yes,11.0,2586.0,3126.0
1983,M,24,87,3029,9163803,0,1156.11,32,2/28/2015,Sunday,Broker,80106,N,1,yes,9.0,2587.0,3127.0
1982,M,22,77,3030,5385267,0,2149.58,29,8/20/2016,Thursday,Online,20142,N,0,yes,7.0,2588.0,3128.0
2000,M,17,84,3031,6275594,1,7390.11,27,9/17/2015,Tuesday,Phone,80045,Y,1,yes,10.0,2589.0,3129.0
1970,F,25,70,3032,9067249,1,1390.04,31,2/18/2015,Monday,Online,15010,Y,1,yes,3.0,2590.0,3130.0
1996,F,22,68,3033,6477998,1,4882.16,21,6/5/2015,Monday,Online,50010,N,1,yes,11.0,2591.0,3131.0
1954,F,16,84,3034,3242293,1,3564.79,30,8/21/2016,Wednesday,Broker,50025,Y,1,yes,10.0,2592.0,3132.0
1958,M,26,57,3035,6577557,0,6041.89,43,6/21/2016,Tuesday,Broker,80106,N,1,yes,4.0,2593.0,3133.0
1979,F,21,86,3036,6661479,0,1096.3,42,6/28/2015,Tuesday,Phone,15035,N,0,no,1.0,2594.0,3134.0
1974,F,19,80,3037,4127417,0,1664.47,42,1/22/2016,Saturday,Broker,15032,N,1,yes,8.0,2595.0,3135.0
1991,F,26,86,3038,8116416,0,1535.14,32,6/23/2015,Tuesday,Broker,20132,N,1,yes,4.0,2596.0,3136.0
1975,F,25,71,3039,9287668,0,2287.66,32,8/4/2015,Thursday,Phone,85070,N,1,yes,6.0,2597.0,3137.0
1992,F,26,51,3040,6659072,1,5059.54,40,10/25/2016,Thursday,Broker,80016,N,1,yes,6.0,2598.0,3138.0
1989,F,26,50,3041,1496709,0,1788.63,36,10/1/2015,Wednesday,Broker,80002,Y,1,yes,7.0,2599.0,3139.0
1968,M,18,60,3042,1444310,0,2686.04,28,5/12/2015,Thursday,Online,50021,N,0,yes,6.0,2600.0,3140.0
1996,F,26,78,3043,5866887,0,6136.89,42,11/17/2016,Thursday,Broker,50025,N,0,no,1.0,2601.0,3141.0
1968,F,27,42,3044,3248149,0,2069.44,48,12/21/2016,Saturday,Broker,20129,Y,0,yes,9.0,2602.0,3142.0
1977,M,27,69,3045,3433917,0,3226.67,33,4/21/2015,Thursday,Phone,20134,N,0,yes,4.0,2603.0,3143.0
1993,M,22,72,3046,4388608,0,1765.39,44,12/21/2015,Tuesday,Broker,20160,N,1,yes,1.0,2604.0,3144.0
1979,F,18,77,3047,8890636,0,2820.51,38,5/19/2016,Saturday,Phone,50054,N,0,yes,9.0,2605.0,3145.0
1952,M,24,87,3048,6522293,1,1769.16,35,1/24/2016,Wednesday,Online,80022,N,1,no,8.0,2606.0,3146.0
1980,F,22,86,3049,9643639,1,2226.72,34,12/1/2016,Thursday,Broker,50047,Y,1,no,8.0,2607.0,3147.0
1999,M,20,62,3050,3462255,0,687.88,24,4/13/2015,Friday,Broker,80021,Y,0,yes,7.0,2608.0,3148.0
1979,F,24,100,694,4379292,0,11746.72,31,10/10/2015,Friday,Broker,15038,N,1,yes,1.0,178.0,3149.0
1971,M,21,37,3051,9586294,0,444.09,45,2/11/2015,Saturday,Phone,80020,N,1,yes,6.0,2609.0,3150.0
1990,M,21,100,3052,1481463,0,5315.69,43,12/7/2015,Tuesday,Online,15024,N,1,yes,10.0,36.0,3151.0
1965,F,18,88,3053,1106032,0,628.35,40,8/18/2016,Saturday,Broker,15045,N,1,yes,9.0,2610.0,3152.0
1976,M,19,60,3054,9456715,0,12861.5,36,8/6/2016,Saturday,Online,85064,N,1,no,7.0,2611.0,3153.0
1993,F,24,66,3055,5019075,0,4529.04,40,7/31/2016,Wednesday,Phone,85062,N,0,yes,5.0,2612.0,3154.0
1984,F,18,57,3056,4207838,0,7655.49,52,5/27/2016,Thursday,Phone,20151,Y,0,yes,6.0,43.0,3155.0
1970,M,28,82,3057,6905346,0,11175.3,42,3/25/2016,Wednesday,Broker,50001,N,1,no,4.0,2613.0,3156.0
1981,F,17,99,3058,9418195,0,1853.18,24,3/13/2015,Tuesday,Broker,50009,N,0,yes,11.0,2614.0,3157.0
1956,M,22,87,3059,1694872,0,3455.16,40,12/29/2015,Saturday,Phone,85078,N,1,yes,4.0,2615.0,3158.0
1956,F,20,84,3060,5236567,0,7111.95,32,9/25/2016,Monday,Broker,15020,Y,1,no,11.0,2616.0,3159.0
1954,M,20,72,3061,4113155,0,3397.7,34,12/10/2015,Saturday,Broker,50001,N,1,yes,11.0,178.0,3160.0
1956,F,21,80,3062,2296376,0,495.71,37,9/18/2016,Thursday,Broker,85038,N,1,yes,3.0,2617.0,3161.0
1984,F,25,74,3063,6670423,0,1100.23,51,1/19/2015,Friday,Phone,15035,Y,0,yes,10.0,2618.0,3162.0
1969,M,23,56,3064,6867505,0,1513.89,36,11/11/2015,Sunday,Phone,80016,Y,0,yes,11.0,2619.0,3163.0
1984,M,22,90,1112,5512289,1,3221.33,22,10/21/2016,Thursday,Broker,20105,Y,0,yes,8.0,2620.0,3164.0
2004,M,19,52,3065,4366446,0,4503.39,30,9/22/2016,Monday,Phone,85014,N,0,no,4.0,2621.0,3165.0
1983,F,23,84,3066,2903839,0,1469.36,36,2/13/2015,Monday,Broker,15031,Y,1,yes,7.0,2622.0,3166.0
1970,M,22,80,3067,7866503,0,10601.29,23,5/1/2015,Wednesday,Broker,20120,N,1,no,9.0,336.0,3167.0
1966,M,28,81,3068,7375867,1,8812.48,27,8/22/2015,Thursday,Broker,15034,Y,1,yes,1.0,2623.0,3168.0
1979,M,18,75,3069,3785904,0,1077.57,43,6/18/2015,Saturday,Broker,85001,N,1,yes,9.0,2624.0,3169.0
1981,F,23,73,3070,6883976,0,1566.35,20,11/4/2016,Monday,Broker,85004,N,1,no,1.0,87.0,3170.0
1990,F,22,100,3071,1401352,0,3329.95,19,8/29/2016,Tuesday,Phone,50034,N,1,no,2.0,2625.0,3171.0
1968,M,25,82,3072,6768027,0,1194.83,37,10/12/2016,Monday,Broker,50048,N,0,yes,5.0,2626.0,3172.0
1970,F,16,99,3073,8974272,1,4228.65,31,7/8/2016,Monday,Broker,50008,N,0,yes,3.0,2627.0,3173.0
1977,F,17,78,3074,6644033,1,4206.87,27,4/26/2015,Tuesday,Broker,15025,N,1,yes,8.0,2628.0,3174.0
1990,F,22,74,3075,5976351,1,9113.23,28,11/21/2015,Friday,Broker,15031,Y,0,yes,9.0,2629.0,3175.0
1995,M,24,62,3076,6870514,0,362.23,47,1/20/2015,Thursday,Broker,85026,Y,1,yes,6.0,2630.0,3176.0
1982,F,23,76,3077,1116178,0,4885.72,37,11/1/2015,Sunday,Broker,80001,Y,0,yes,10.0,17.0,3177.0
1969,F,26,79,3078,3576407,0,4979.43,36,8/23/2015,Monday,Phone,80023,N,0,yes,10.0,2631.0,3178.0
1993,F,20,62,3079,3415447,0,2696.92,42,12/15/2015,Thursday,Broker,80024,Y,0,yes,11.0,178.0,3179.0
1981,M,17,83,3080,8821135,0,1354.34,38,4/11/2016,Wednesday,Online,50020,N,1,no,9.0,2632.0,3180.0
1973,M,21,71,2858,2855845,0,1643.24,27,4/6/2016,Wednesday,Phone,85077,N,1,no,3.0,43.0,3181.0
1978,M,23,85,3081,6737474,1,6612.72,31,8/2/2016,Saturday,Broker,15021,Y,1,no,2.0,2633.0,3182.0
1992,M,23,57,3082,2904999,0,481.32,35,10/9/2015,Sunday,Phone,15028,N,1,no,1.0,178.0,3183.0
1992,M,19,72,3083,9411677,0,4822.29,15,11/5/2016,Saturday,Online,20110,N,1,yes,6.0,2634.0,3184.0
1983,F,19,56,3084,6846515,0,615.91,30,12/24/2016,Tuesday,Phone,15019,N,1,yes,4.0,2635.0,3185.0
1977,F,22,64,3085,3657994,0,16365.39,31,2/8/2016,Friday,Online,20111,Y,1,yes,12.0,87.0,3186.0
1971,M,20,99,3086,6352379,0,1180.95,37,12/28/2016,Thursday,Phone,20135,N,1,yes,8.0,2636.0,3187.0
1989,M,24,73,3087,4302131,1,1768.13,33,1/3/2016,Tuesday,Phone,15009,N,0,yes,10.0,2637.0,3188.0
1982,F,21,76,3088,4221916,0,2082.66,50,9/13/2016,Monday,Broker,15022,N,1,no,6.0,2638.0,3189.0
1991,F,16,64,3089,8198398,1,3276.91,41,1/4/2016,Friday,Phone,85017,Y,0,yes,8.0,49.0,3190.0
1980,F,20,68,3090,4046628,0,1445.7,29,4/3/2015,Tuesday,Broker,20110,N,0,yes,7.0,2639.0,3191.0
1982,M,20,74,3091,3731049,0,6753.51,34,12/31/2016,Thursday,Broker,85055,N,0,no,10.0,2640.0,3192.0
1976,F,19,89,990,4848770,0,695.13,36,9/11/2016,Thursday,Broker,50025,N,0,yes,7.0,2641.0,3193.0
1986,M,23,53,3092,1509830,0,2658.43,38,2/26/2015,Wednesday,Phone,50035,N,1,yes,1.0,2642.0,3194.0
2001,M,16,67,3093,3191801,0,7113.49,45,1/25/2015,Sunday,Online,80020,Y,1,no,6.0,227.0,3195.0
2000,M,16,80,3094,8591348,1,4726.11,34,1/31/2015,Wednesday,Broker,80101,N,1,yes,10.0,2643.0,3196.0
2000,F,25,58,3095,7368873,0,447.1,38,9/16/2015,Wednesday,Broker,50047,Y,0,yes,11.0,2644.0,3197.0
1949,F,26,72,3096,3933617,0,3516.8,44,4/26/2016,Wednesday,Broker,15009,N,1,yes,8.0,64.0,3198.0
1997,F,20,63,3097,2290034,1,1385.7,33,2/15/2016,Friday,Online,50038,Y,0,no,11.0,2645.0,3199.0
1975,F,21,69,3098,9227464,1,2988.57,31,5/23/2015,Wednesday,Broker,15001,N,0,yes,3.0,74.0,3200.0
1977,M,23,99,3099,4568996,0,7505.97,38,10/24/2016,Sunday,Broker,20102,N,1,yes,9.0,87.0,3201.0
1997,M,27,82,3100,3317307,0,3940.11,28,5/9/2016,Monday,Phone,80041,N,0,no,9.0,2449.0,3202.0
1962,F,25,64,3101,8587458,0,20386.47,37,11/12/2015,Thursday,Broker,85041,Y,1,no,7.0,2646.0,3203.0
1982,M,18,72,3102,6762671,0,1985.0,53,10/21/2016,Wednesday,Online,85074,N,1,no,3.0,2647.0,3204.0
1953,M,24,100,3103,5994091,0,1500.38,31,9/30/2015,Friday,Broker,50047,N,1,yes,1.0,1751.0,3205.0
1985,F,26,37,3104,2885596,0,564.37,51,7/10/2016,Friday,Phone,80040,Y,1,yes,12.0,21.0,3206.0
1978,M,24,58,3105,6540367,1,1746.75,31,4/2/2015,Sunday,Phone,85036,Y,1,yes,8.0,2648.0,3207.0
1960,F,21,65,3106,2440248,0,856.58,48,11/19/2015,Tuesday,Online,20160,N,0,yes,5.0,2649.0,3208.0
1966,F,20,74,3107,6192787,1,3931.27,27,12/13/2015,Wednesday,Online,20122,Y,0,yes,8.0,2650.0,3209.0
1985,M,16,76,3108,4473164,0,948.6,37,3/18/2016,Thursday,Broker,85039,N,1,yes,12.0,2651.0,3210.0
1968,M,21,71,3109,4214252,0,1578.15,58,1/22/2015,Sunday,Broker,85021,N,1,yes,11.0,2652.0,3211.0
1976,M,23,29,3110,1303121,0,1161.28,37,2/9/2015,Friday,Phone,20102,Y,1,no,6.0,87.0,3212.0
1986,M,21,69,3111,1179947,0,2254.54,31,8/2/2016,Wednesday,Broker,20105,Y,1,no,5.0,87.0,3213.0
1983,M,31,66,3112,2076419,0,1745.89,37,7/8/2015,Saturday,Broker,20105,Y,0,yes,11.0,2653.0,3214.0
1981,F,26,69,3113,4858629,0,1771.08,30,1/18/2015,Tuesday,Broker,15057,N,0,yes,5.0,2654.0,3215.0
1988,F,19,71,3114,7757516,0,199.45,38,7/25/2015,Friday,Phone,15046,Y,1,yes,10.0,2655.0,3216.0
1975,F,20,62,3115,5944405,0,1812.31,42,8/3/2015,Wednesday,Broker,20137,Y,0,yes,7.0,2656.0,3217.0
1993,M,23,74,3116,1953267,0,3643.54,47,8/1/2015,Wednesday,Broker,20147,N,1,yes,4.0,2657.0,3218.0
1979,F,20,90,2797,4568552,0,3211.94,52,4/2/2015,Sunday,Online,80038,N,1,yes,6.0,1954.0,3219.0
1967,M,26,72,3117,1830177,0,3357.64,25,2/2/2015,Wednesday,Broker,50009,N,0,no,2.0,2658.0,3220.0
1983,M,22,74,3118,3360077,0,1160.94,40,4/23/2016,Wednesday,Broker,80023,N,1,yes,10.0,2659.0,3221.0
1989,M,20,80,3119,1686353,0,1243.03,49,9/20/2015,Thursday,Broker,50012,Y,1,no,12.0,2660.0,3222.0
1978,M,16,83,2318,1765217,0,1980.55,25,5/11/2015,Monday,Broker,50013,N,1,yes,2.0,2661.0,3223.0
1988,M,21,81,3120,6727480,0,11056.83,33,2/16/2015,Tuesday,Phone,85070,N,1,no,10.0,2340.0,3224.0
1975,F,17,100,3121,8300632,0,948.28,45,3/15/2015,Wednesday,Broker,80010,N,0,yes,7.0,183.0,3225.0
1989,F,25,75,3122,3908090,0,419.55,50,2/1/2016,Friday,Phone,20149,N,0,yes,11.0,166.0,3226.0
1984,M,28,63,3123,7292605,0,3586.53,49,5/20/2015,Tuesday,Online,20153,Y,1,yes,3.0,2662.0,3227.0
1944,M,20,48,3124,1087915,1,2193.04,34,5/24/2015,Wednesday,Broker,80028,Y,1,yes,1.0,66.0,3228.0
1968,F,25,73,3125,4165798,0,7200.58,45,2/14/2016,Wednesday,Phone,20116,N,0,no,7.0,2663.0,3229.0
1992,M,23,69,3126,2501409,1,3648.55,23,3/6/2016,Friday,Broker,50048,N,1,yes,8.0,2664.0,3230.0
1992,F,22,95,3127,4874148,0,9174.0,31,5/31/2015,Wednesday,Phone,20156,N,1,yes,12.0,2665.0,3231.0
1995,F,25,72,3128,9310966,1,4160.39,38,6/10/2016,Monday,Broker,80019,Y,1,yes,6.0,2666.0,3232.0
1970,F,20,70,3129,6227105,0,4179.59,32,3/26/2016,Thursday,Broker,20159,N,1,yes,12.0,2667.0,3233.0
1964,F,16,66,3130,6241897,0,5277.42,46,2/19/2015,Wednesday,Broker,20137,N,1,yes,10.0,2668.0,3234.0
1982,F,28,55,3131,6158632,0,1668.16,55,3/22/2015,Friday,Phone,20151,N,1,yes,5.0,2669.0,3235.0
1978,F,25,90,3132,5808879,0,5713.95,34,2/4/2015,Thursday,Broker,15053,Y,1,yes,2.0,2670.0,3236.0
1973,M,21,70,3133,9250419,0,3012.61,32,3/18/2016,Saturday,Phone,85007,N,0,yes,1.0,2671.0,3237.0
1974,M,19,75,3134,3134030,0,10038.88,43,11/13/2016,Friday,Broker,20141,N,0,yes,10.0,2672.0,3238.0
1972,F,21,82,3135,2675997,1,5167.07,34,4/8/2015,Thursday,Broker,20152,Y,0,yes,11.0,2673.0,3239.0
1970,M,19,91,3136,9887226,0,3326.0,30,4/21/2015,Sunday,Broker,85079,N,0,yes,7.0,2674.0,3240.0
1971,M,21,69,3137,6359891,0,5851.62,41,1/21/2015,Saturday,Broker,20136,N,1,yes,9.0,2675.0,3241.0
1979,M,23,80,3138,5977078,1,7304.96,29,5/2/2016,Thursday,Broker,20139,Y,1,no,8.0,74.0,3242.0
1964,M,17,61,3139,7185642,0,9827.13,26,7/5/2016,Tuesday,Broker,50002,N,1,yes,4.0,2676.0,3243.0
1979,F,21,80,3140,5760332,0,1311.77,58,9/22/2015,Thursday,Broker,20112,N,1,yes,3.0,2677.0,3244.0
1979,F,27,51,3141,4228000,0,564.93,48,2/4/2015,Monday,Broker,15009,Y,0,yes,6.0,2678.0,3245.0
1986,M,22,70,3142,2390547,1,1088.45,32,4/17/2016,Tuesday,Broker,15021,Y,1,yes,10.0,2679.0,3246.0
1980,M,23,71,3143,8964900,1,934.17,24,9/20/2015,Thursday,Online,20105,N,1,no,7.0,2680.0,3247.0
1999,F,21,74,3144,4235409,1,720.53,39,11/7/2015,Monday,Broker,50055,Y,1,no,9.0,2681.0,3248.0
1985,F,23,100,3145,4904067,0,2493.92,45,11/17/2016,Sunday,Broker,20159,N,0,no,9.0,2682.0,3249.0
1973,M,26,81,3146,4686947,0,3702.54,43,6/3/2015,Tuesday,Broker,80106,N,1,yes,12.0,727.0,3250.0
1962,M,26,68,3147,3099416,0,9704.87,38,11/12/2015,Tuesday,Broker,50027,Y,0,no,2.0,87.0,3251.0
1983,M,27,64,3148,4009965,0,6351.15,39,3/11/2015,Thursday,Phone,80012,N,1,no,5.0,2683.0,3252.0
1982,F,26,49,3149,2588966,0,251.69,22,10/24/2016,Friday,Broker,85066,N,0,yes,3.0,2684.0,3253.0
1989,M,22,47,3150,1971852,0,1024.71,31,8/18/2015,Wednesday,Broker,85008,N,0,yes,1.0,2685.0,3254.0
1993,M,20,85,3151,2327412,1,2594.95,30,4/5/2016,Sunday,Online,20105,N,1,yes,8.0,2686.0,3255.0
1983,M,23,88,3152,1984177,0,5125.64,50,10/22/2015,Friday,Broker,50001,N,0,yes,10.0,2687.0,3256.0
1983,F,16,77,3153,3073077,0,6485.71,58,3/25/2015,Tuesday,Online,50047,N,1,yes,3.0,2688.0,3257.0
1976,F,23,89,3154,5391987,0,3464.86,49,3/12/2015,Thursday,Broker,50054,N,0,yes,1.0,2689.0,3258.0
1981,F,21,83,3155,7183965,0,1523.56,41,11/12/2016,Thursday,Phone,50044,N,0,no,12.0,2690.0,3259.0
1980,M,20,63,3156,3370649,0,4302.97,36,8/28/2016,Monday,Broker,80002,N,0,yes,9.0,43.0,3260.0
1993,M,18,71,3157,7119435,0,3450.4,29,2/19/2016,Friday,Phone,15035,Y,1,yes,7.0,2691.0,3261.0
1977,F,23,80,3158,2340775,0,3404.81,25,8/30/2016,Saturday,Broker,20153,Y,1,no,4.0,2692.0,3262.0
1972,F,19,100,3159,5981690,0,3238.54,46,4/14/2015,Wednesday,Broker,15001,Y,0,yes,2.0,2693.0,3263.0
1990,M,28,62,3160,5917170,0,5712.37,53,7/3/2015,Wednesday,Online,50009,Y,0,yes,2.0,2694.0,3264.0
1988,M,22,75,3161,9672620,0,21504.28,56,1/3/2016,Thursday,Broker,15045,N,1,yes,9.0,2695.0,3265.0
1969,M,16,81,3162,9107580,0,4291.52,32,3/24/2016,Sunday,Broker,85054,Y,1,yes,8.0,2696.0,3266.0
1979,M,20,67,3163,8857977,1,2263.16,28,7/28/2015,Thursday,Phone,50011,Y,0,yes,8.0,2697.0,3267.0
1978,M,17,60,3164,1423905,0,1348.02,34,11/29/2016,Thursday,Phone,80037,Y,1,yes,12.0,2698.0,3268.0
1982,F,24,73,2542,7463831,0,5597.77,38,10/7/2015,Thursday,Phone,20139,N,0,no,11.0,2699.0,3269.0
1990,F,23,81,906,7889928,1,3194.28,38,1/18/2015,Friday,Broker,15035,N,0,no,10.0,2700.0,3270.0
1993,M,18,78,3165,1512177,0,828.1,43,3/14/2015,Thursday,Phone,20107,N,0,no,7.0,2701.0,3271.0
1963,F,20,55,3166,6873532,0,3862.26,45,5/4/2016,Wednesday,Broker,20139,N,1,yes,4.0,2702.0,3272.0
1985,F,24,54,3167,7279956,1,496.89,29,11/29/2015,Thursday,Online,80042,Y,1,yes,1.0,2703.0,3273.0
2002,F,20,68,3168,3059337,1,1921.68,30,12/10/2015,Sunday,Broker,20131,Y,1,yes,11.0,2704.0,3274.0
1995,M,23,97,3169,2444188,0,1713.37,33,11/29/2016,Monday,Broker,85064,N,0,no,6.0,64.0,3275.0
1970,F,19,86,3170,2573038,0,730.72,51,7/7/2015,Friday,Broker,80002,N,0,yes,11.0,2705.0,3276.0
1978,M,22,92,3171,4458359,0,2289.02,36,5/13/2015,Saturday,Broker,15021,Y,0,yes,12.0,2706.0,3277.0
1982,F,33,92,3172,5899893,0,734.68,17,3/28/2015,Tuesday,Phone,15035,N,0,yes,4.0,2707.0,3278.0
1991,M,24,86,3173,9778741,0,1274.5,37,12/20/2016,Friday,Broker,85003,N,0,yes,4.0,17.0,3279.0
1974,M,22,78,3174,7962743,0,7955.4,34,3/8/2015,Wednesday,Broker,85038,N,1,no,1.0,2708.0,3280.0
1976,M,17,89,3175,6210461,1,3532.15,17,4/2/2015,Wednesday,Broker,80022,Y,1,yes,11.0,1761.0,3281.0
2004,F,20,93,3176,2829783,0,1865.23,36,3/23/2015,Friday,Broker,15031,Y,0,yes,3.0,2709.0,3282.0
1971,F,27,100,3177,1787566,1,3347.71,37,9/14/2016,Sunday,Online,50049,N,0,yes,7.0,2710.0,3283.0
1988,M,21,42,3178,5029896,0,1426.51,54,5/10/2016,Saturday,Phone,15052,N,1,yes,9.0,2711.0,3284.0
1965,F,24,70,3179,8720349,0,2925.88,41,11/1/2016,Sunday,Broker,15012,N,1,yes,1.0,2712.0,3285.0
1986,F,24,62,3180,5915831,0,805.9,37,5/6/2015,Saturday,Phone,20105,N,0,yes,6.0,2713.0,3286.0
1985,F,20,78,3181,2482577,0,1337.18,42,6/21/2016,Thursday,Phone,85033,Y,1,no,9.0,2714.0,3287.0
1975,M,20,85,3182,6472066,0,3993.79,22,1/2/2015,Saturday,Broker,20109,N,1,yes,1.0,2715.0,3288.0
1993,F,18,67,3183,3034312,0,9142.12,30,11/24/2016,Friday,Broker,15017,N,0,yes,6.0,2716.0,3289.0
1978,M,24,24,3184,3703206,0,1316.9,46,3/19/2016,Thursday,Broker,85050,Y,1,yes,12.0,21.0,3290.0
1983,F,19,96,3185,7024760,0,7231.33,41,1/27/2015,Thursday,Broker,85080,Y,0,no,12.0,1378.0,3291.0
1975,F,17,65,3186,6074712,0,1115.94,47,10/12/2016,Sunday,Online,80110,N,1,yes,5.0,2717.0,3292.0
1974,F,25,84,3187,3046652,0,16291.6,25,5/25/2016,Friday,Phone,50054,N,1,yes,7.0,2718.0,3293.0
1982,M,23,59,3188,5079313,0,3491.31,30,5/22/2016,Sunday,Broker,50032,N,0,yes,5.0,2719.0,3294.0
1987,M,19,30,3189,4577003,0,10351.28,40,11/1/2015,Monday,Broker,15021,Y,1,no,9.0,2720.0,3295.0
1989,F,31,73,3190,9350975,0,20881.57,26,7/6/2015,Friday,Broker,20140,N,0,no,4.0,2721.0,3296.0
1986,M,29,83,3191,1104299,0,1430.86,40,9/27/2016,Monday,Broker,85041,N,0,no,8.0,2722.0,3297.0
2001,F,20,76,3192,6673740,0,4854.48,36,3/9/2016,Monday,Broker,85050,N,0,yes,8.0,2723.0,3298.0
1989,F,26,30,3193,5994884,0,1682.96,57,1/2/2015,Tuesday,Broker,20143,Y,1,yes,2.0,2724.0,3299.0
1976,M,28,80,3194,5404638,0,707.85,44,5/5/2016,Tuesday,Broker,80035,N,1,yes,2.0,2139.0,3300.0
1992,M,23,78,2514,7959846,0,2885.41,61,12/26/2015,Sunday,Online,80040,Y,0,yes,10.0,2725.0,3301.0
1996,F,19,95,3195,6856344,1,1889.62,35,3/1/2016,Monday,Phone,20160,N,1,yes,3.0,2726.0,3302.0
2000,M,22,81,3196,2990527,0,2960.5,37,7/16/2016,Tuesday,Online,85079,N,1,yes,5.0,2727.0,3303.0
1984,M,27,85,3197,7779626,0,2200.4,29,2/22/2016,Thursday,Phone,20121,N,0,yes,4.0,2728.0,3304.0
